order_id,customer_id,order_date,product_category,product_name,quantity,unit_price,discount_pct,shipping_cost,total_amount,payment_method,shipping_city,order_status,customer_rating,return_flag,days_to_deliver,customer_age_group,is_repeat_customer,platform,seller_id,region
ORD000153,CUST03197,2023-04-13,Sports,Camera,4,1648.52,5,7.17,3956.1,Debit Card,Bhopal,Delivered,4.0,1,1.0,36-45,0,Website,SELL0068,Central
ORD000154,CUST00024,2023-04-13,Beauty,Monitor,2,15.46,20,4.25,1307.54,Wallet,Lucknow,Returned,1.0,1,,36-45,0,Mobile App,SELL0143,South
ORD000155,CUST01887,2023-04-14,Toys,Smart TV,3,1215.99,0,13.99,2308.56,COD,Bangalore,Delivered,5.0,0,,46-55,1,Mobile App,SELL0128,West
ORD000156,CUST04522,2023-04-15,Toys,Headphones,5,1890.78,0,48.16,1662.95,Credit Card,Jaipur,Delivered,3.0,0,9.0,55+,1,Website,SELL0058,Central
ORD000157,CUST01136,2023-04-15,Food,Tablet,9,1858.78,10,23.1,3289.01,Debit Card,Jaipur,Delivered,4.0,0,6.0,55+,1,Mobile App,SELL0115,West
ORD000158,CUST00055,2023-04-16,Clothing,Router,8,801.87,0,40.23,1295.93,Credit Card,Indore,Delivered,5.0,0,12.0,26-35,1,Mobile App,SELL0188,South
ORD000159,CUST02099,2023-04-17,Beauty,Keyboard,10,1224.65,0,0.65,7.09,UPI,Indore,Delivered,3.0,0,5.0,36-45,1,Mobile App,SELL0012,South
ORD000160,CUST02658,2023-04-17,Books,Camera,5,1234.58,0,23.63,2629.88,Net Banking,Delhi,Cancelled,5.0,0,,36-45,0,Mobile App,SELL0113,North
ORD000161,CUST02492,2023-04-18,Food,Printer,6,1461.35,5,12.34,4874.61,Wallet,Jaipur,Delivered,5.0,1,5.0,55+,1,Website,SELL0111,East
ORD000162,CUST04264,2023-04-19,Clothing,Camera,3,1883.29,5,47.64,4155.16,UPI,Kanpur,Delivered,3.0,0,12.0,46-55,0,Website,SELL0170,South
ORD000163,CUST00887,2023-04-19,Beauty,Laptop,7,935.58,25,9.93,4964.73,UPI,Surat,Delivered,1.0,0,,55+,0,Website,SELL0052,East
ORD000164,CUST02081,2023-04-20,Toys,Projector,7,128.14,5,2.49,2226.51,Debit Card,Ahmedabad,Delivered,4.0,1,1.0,26-35,0,Website,SELL0036,North
ORD000165,CUST02981,2023-04-21,Sports,Gaming Console,1,1445.34,5,8.1,2841.15,Net Banking,Surat,Delivered,,1,1.0,36-45,1,Website,SELL0089,Central
ORD000166,CUST03420,2023-04-21,Home & Garden,Smart TV,5,1892.53,20,3.15,3989.32,UPI,Mumbai,Delivered,1.0,0,10.0,36-45,0,Mobile App,SELL0064,West
ORD000167,CUST04204,2023-04-22,Home & Garden,Phone,10,1741.81,20,15.77,1689.78,COD,Ahmedabad,Delivered,5.0,1,,36-45,0,Website,SELL0178,South
ORD000168,CUST01163,2023-04-23,Books,Monitor,6,53.88,0,49.79,568.92,Net Banking,Indore,Processing,,1,13.0,36-45,0,Mobile App,SELL0153,North
ORD000169,CUST04420,2023-04-23,Electronics,Smart TV,5,1765.84,15,46.53,848.3,Credit Card,Pune,Processing,1.0,1,11.0,55+,1,Mobile App,SELL0079,South
ORD000170,CUST04851,2023-04-24,Sports,Charger,2,298.84,20,28.6,4812.83,Wallet,Indore,Delivered,4.0,0,14.0,26-35,1,Mobile App,SELL0072,North
ORD000171,CUST04953,2023-04-25,Sports,Watch,8,1957.76,20,41.55,3952.4,Debit Card,Bhopal,Delivered,4.0,1,3.0,36-45,1,Mobile App,SELL0003,North
ORD000172,CUST00221,2023-04-25,Beauty,Keyboard,10,1483.88,0,20.0,1448.04,Debit Card,Kanpur,Delivered,3.0,1,11.0,18-25,1,Website,SELL0018,West
ORD000173,CUST01846,2023-04-26,Electronics,Watch,10,256.68,15,44.55,3905.12,Net Banking,Bangalore,Delivered,3.0,1,7.0,46-55,1,Website,SELL0112,North
ORD000174,CUST03162,2023-04-27,Beauty,Charger,10,206.03,15,10.51,3526.22,Debit Card,Nagpur,Delivered,1.0,0,5.0,18-25,1,Website,SELL0132,East
ORD000175,CUST01451,2023-04-27,Books,Cable,10,559.37,0,20.16,2349.14,Net Banking,Chennai,Delivered,5.0,0,6.0,46-55,1,Website,SELL0160,West
ORD000176,CUST00174,2023-04-28,Beauty,Router,4,462.76,10,6.03,118.65,Credit Card,Kolkata,Delivered,2.0,1,13.0,46-55,1,Mobile App,SELL0023,East
ORD000177,CUST01320,2023-04-29,Home & Garden,Camera,8,13.03,0,46.83,3641.28,COD,Delhi,Shipped,2.0,1,8.0,55+,0,Mobile App,SELL0033,North
ORD000178,CUST00210,2023-04-29,Food,Router,3,1781.24,0,16.91,1455.67,Wallet,Kolkata,Delivered,1.0,1,1.0,36-45,1,Mobile App,SELL0112,South
ORD000179,CUST03690,2023-04-30,Electronics,Monitor,4,257.31,0,12.3,1361.37,UPI,Lucknow,Delivered,2.0,1,7.0,46-55,0,Mobile App,SELL0018,North
ORD000180,CUST01352,2023-05-01,Books,Laptop,2,1978.79,0,11.09,2632.7,Credit Card,Kolkata,Returned,1.0,0,11.0,55+,0,Mobile App,SELL0168,Central
ORD000181,CUST03317,2023-05-01,Beauty,Printer,1,531.52,0,23.7,1333.33,COD,Mumbai,Delivered,5.0,1,11.0,26-35,1,Mobile App,SELL0089,West
ORD000182,CUST00076,2023-05-02,Clothing,Phone,6,1151.03,25,25.2,3583.48,Credit Card,Chennai,Returned,5.0,0,7.0,26-35,1,Mobile App,SELL0117,Central
ORD000183,CUST03963,2023-05-03,Books,Laptop,1,1398.28,0,33.64,1463.39,UPI,Delhi,Delivered,1.0,1,,36-45,0,Mobile App,SELL0157,North
ORD000184,CUST01037,2023-05-03,Beauty,Router,2,605.86,0,40.46,4034.71,UPI,Indore,Delivered,1.0,1,13.0,18-25,0,Mobile App,SELL0101,South
ORD000185,CUST01197,2023-05-04,Sports,Phone,2,914.66,15,35.13,2189.2,Credit Card,Bhopal,Delivered,3.0,1,1.0,26-35,1,Mobile App,SELL0015,South
ORD000186,CUST00770,2023-05-05,Clothing,Mouse,7,1547.0,10,24.63,2585.09,Debit Card,Jaipur,Delivered,2.0,0,8.0,36-45,1,Mobile App,SELL0046,West
ORD000187,CUST00412,2023-05-05,Books,Watch,5,133.92,10,26.78,179.99,Wallet,Nagpur,Processing,1.0,0,13.0,26-35,0,Mobile App,SELL0070,North
ORD000188,CUST04560,2023-05-06,Beauty,Gaming Console,10,726.59,20,48.77,106.84,COD,Chennai,Delivered,4.0,0,6.0,18-25,1,Mobile App,SELL0033,Central
ORD000189,CUST04688,2023-05-07,Electronics,Watch,7,1581.02,10,22.35,1062.92,Debit Card,Indore,Delivered,5.0,0,14.0,46-55,0,Website,SELL0104,East
ORD000190,CUST00208,2023-05-07,Food,Phone,2,667.28,10,16.07,1742.76,Credit Card,Bhopal,Delivered,2.0,1,12.0,26-35,0,Mobile App,SELL0004,Central
ORD000191,CUST01361,2023-05-08,Home & Garden,Tablet,3,123.24,5,32.28,885.25,Credit Card,Chennai,Delivered,3.0,0,3.0,18-25,0,Mobile App,SELL0030,South
ORD000192,CUST03060,2023-05-09,Home & Garden,Gaming Console,3,379.56,10,33.64,2514.47,Net Banking,Lucknow,Delivered,3.0,1,5.0,46-55,1,Website,SELL0161,Central
ORD000193,CUST02832,2023-05-09,Beauty,Gaming Console,5,1355.83,15,46.87,3008.14,COD,Kanpur,Delivered,,0,6.0,26-35,0,Website,SELL0026,Central
ORD000194,CUST03353,2023-05-10,Clothing,Tablet,1,1935.11,0,17.61,4017.3,Debit Card,Hyderabad,Delivered,1.0,1,7.0,36-45,1,Website,SELL0007,East
ORD000195,CUST04534,2023-05-11,Sports,Watch,5,461.43,0,25.48,2571.77,COD,Chennai,Delivered,4.0,0,10.0,46-55,0,Mobile App,SELL0090,Central
ORD000196,CUST04106,2023-05-11,Food,Laptop,4,1037.47,5,31.22,1839.46,Net Banking,Indore,Processing,5.0,1,12.0,26-35,1,In-Store Kiosk,SELL0172,South
ORD000197,CUST01570,2023-05-12,Food,Printer,2,484.82,0,35.44,4619.38,Credit Card,Kolkata,Delivered,4.0,0,8.0,36-45,1,Mobile App,SELL0049,West
ORD000198,CUST01837,2023-05-13,Home & Garden,Smart TV,9,1847.0,0,2.0,2181.49,Credit Card,Jaipur,Processing,5.0,1,1.0,46-55,0,In-Store Kiosk,SELL0080,Central
ORD000199,CUST01688,2023-05-13,Food,Router,4,1800.72,15,45.02,1408.22,Credit Card,Delhi,Delivered,5.0,1,12.0,46-55,0,Website,SELL0153,North
ORD000200,CUST00909,2023-05-14,Electronics,Speaker,1,785.45,20,8.88,384.44,Debit Card,Lucknow,Shipped,,1,5.0,26-35,0,Mobile App,SELL0183,East
ORD000201,CUST02841,2023-05-15,Food,Keyboard,8,78.94,0,11.26,926.9,Credit Card,Kanpur,Delivered,5.0,0,5.0,26-35,0,Mobile App,SELL0060,North
ORD000202,CUST00609,2023-05-15,Home & Garden,Camera,7,1217.02,5,34.72,3457.12,COD,Mumbai,Delivered,2.0,1,,18-25,0,Mobile App,SELL0032,East
ORD000203,CUST00577,2023-05-16,Books,Router,4,1257.32,0,9.94,996.37,Wallet,Kolkata,Delivered,2.0,1,12.0,18-25,1,Website,SELL0050,South
ORD000204,CUST00713,2023-05-17,Electronics,Mouse,4,1237.39,10,6.68,1827.76,Wallet,Lucknow,Shipped,4.0,0,13.0,26-35,0,In-Store Kiosk,SELL0163,North
ORD000205,CUST03723,2023-05-17,Sports,Monitor,2,595.53,0,47.47,142.28,Wallet,Jaipur,Delivered,2.0,1,13.0,55+,0,Website,SELL0068,Central
ORD000206,CUST02621,2023-05-18,Electronics,Keyboard,4,52.68,25,32.15,1893.53,UPI,Pune,Delivered,4.0,0,3.0,55+,1,In-Store Kiosk,SELL0174,South
ORD000207,CUST01524,2023-05-19,Beauty,Router,2,69.15,0,47.37,3241.82,UPI,Kolkata,Delivered,1.0,0,3.0,55+,1,Mobile App,SELL0099,West
ORD000208,CUST02984,2023-05-19,Electronics,Gaming Console,2,1558.95,20,3.16,1100.73,Net Banking,Bhopal,Delivered,1.0,1,7.0,26-35,0,Mobile App,SELL0084,North
ORD000209,CUST03589,2023-05-20,Sports,Tablet,4,1064.55,0,1.77,24.22,Wallet,Ahmedabad,Delivered,4.0,0,14.0,36-45,1,Website,SELL0146,South
ORD000210,CUST03943,2023-05-21,Home & Garden,Printer,9,546.01,15,13.97,4167.78,COD,Mumbai,Delivered,3.0,1,5.0,26-35,0,Mobile App,SELL0197,North
ORD000211,CUST02303,2023-05-21,Food,Monitor,2,1829.49,0,1.92,3606.55,Net Banking,Bangalore,Delivered,5.0,0,5.0,26-35,0,Mobile App,SELL0150,West
ORD000212,CUST04023,2023-05-22,Home & Garden,Cable,9,1769.23,15,21.93,4963.56,COD,Hyderabad,Cancelled,1.0,0,14.0,18-25,0,Mobile App,SELL0043,South
ORD000213,CUST01608,2023-05-23,Books,Printer,9,1633.22,25,48.08,681.93,Wallet,Lucknow,Processing,,0,14.0,55+,0,Mobile App,SELL0065,Central
ORD000214,CUST04214,2023-05-23,Beauty,Watch,1,1245.53,25,17.84,3389.09,Net Banking,Mumbai,Delivered,2.0,1,,46-55,0,Website,SELL0023,East
ORD000215,CUST00961,2023-05-24,Toys,Headphones,3,1231.88,20,36.61,1290.51,COD,Kanpur,Delivered,,1,9.0,46-55,0,Mobile App,SELL0119,North
ORD000216,CUST00799,2023-05-25,Sports,Laptop,6,1063.86,5,32.32,2513.9,Net Banking,Indore,Processing,3.0,0,6.0,26-35,0,Mobile App,SELL0195,West
ORD000217,CUST03800,2023-05-25,Toys,Gaming Console,2,370.49,5,1.61,3734.81,COD,Delhi,Shipped,5.0,0,12.0,55+,0,Mobile App,SELL0063,Central
ORD000218,CUST03727,2023-05-26,Toys,Printer,5,1456.01,30,11.6,845.79,COD,Pune,Delivered,2.0,1,13.0,26-35,0,Website,SELL0052,West
ORD000219,CUST04388,2023-05-27,Home & Garden,Router,8,1043.88,20,31.5,2330.03,COD,Hyderabad,Processing,2.0,1,4.0,18-25,0,Mobile App,SELL0186,West
ORD000220,CUST00364,2023-05-27,Toys,Laptop,1,1094.28,5,4.6,1349.18,Net Banking,Bangalore,Cancelled,3.0,0,10.0,36-45,0,Mobile App,SELL0006,Central
ORD000221,CUST04516,2023-05-28,Toys,Smart TV,7,1378.41,0,22.87,778.91,Wallet,Ahmedabad,Delivered,5.0,1,8.0,55+,1,Mobile App,SELL0043,North
ORD000222,CUST04403,2023-05-29,Clothing,Phone,4,747.17,0,33.88,3615.48,Net Banking,Bhopal,Processing,2.0,1,10.0,46-55,1,Mobile App,SELL0079,South
ORD000223,CUST02796,2023-05-29,Home & Garden,Camera,8,1410.26,0,16.99,1295.78,UPI,Ahmedabad,Delivered,3.0,1,6.0,55+,1,Website,SELL0188,West
ORD000224,CUST02627,2023-05-30,Electronics,Charger,2,500.1,5,15.61,2649.7,Debit Card,Indore,Processing,1.0,1,9.0,36-45,0,Mobile App,SELL0199,West
ORD000225,CUST00758,2023-05-31,Toys,Laptop,8,1731.65,20,36.16,3464.58,Debit Card,Lucknow,Delivered,4.0,1,9.0,26-35,1,Website,SELL0179,North
ORD000226,CUST03208,2023-05-31,Beauty,Router,8,1972.21,0,20.94,2218.01,Wallet,Bhopal,Delivered,1.0,1,6.0,36-45,0,Website,SELL0169,North
ORD000227,CUST03841,2023-06-01,Electronics,Smart TV,5,1185.71,0,26.6,671.17,Wallet,Nagpur,Delivered,1.0,0,3.0,36-45,0,Mobile App,SELL0006,East
ORD000228,CUST03099,2023-06-02,Electronics,Keyboard,5,766.31,0,9.99,65.98,UPI,Nagpur,Delivered,2.0,1,2.0,55+,1,Website,SELL0020,South
ORD000229,CUST01113,2023-06-02,Sports,Tablet,5,580.22,0,39.48,1913.63,Debit Card,Jaipur,Delivered,1.0,0,14.0,26-35,0,Mobile App,SELL0179,North
ORD000230,CUST02790,2023-06-03,Home & Garden,Charger,8,1785.99,20,29.99,4952.6,Net Banking,Nagpur,Delivered,3.0,0,9.0,26-35,0,Mobile App,SELL0072,East
ORD000231,CUST00810,2023-06-04,Electronics,Printer,5,656.77,0,48.65,4863.98,UPI,Hyderabad,Delivered,2.0,1,7.0,36-45,1,Website,SELL0033,South
ORD000232,CUST02617,2023-06-04,Electronics,Gaming Console,10,1629.04,30,37.8,2244.31,Net Banking,Kanpur,Processing,2.0,0,6.0,36-45,1,Mobile App,SELL0108,Central
ORD000233,CUST04403,2023-06-05,Toys,Camera,2,820.12,0,29.97,2082.68,Credit Card,Lucknow,Delivered,5.0,1,6.0,36-45,1,Website,SELL0185,Central
ORD000234,CUST04611,2023-06-06,Home & Garden,Camera,5,1760.02,20,30.72,3232.63,Net Banking,Hyderabad,Processing,4.0,1,7.0,18-25,1,Mobile App,SELL0160,North
ORD000235,CUST03597,2023-06-06,Toys,Phone,6,866.51,0,16.65,4163.74,Debit Card,Mumbai,Delivered,1.0,1,7.0,55+,1,Mobile App,SELL0084,Central
ORD000236,CUST01742,2023-06-07,Home & Garden,Laptop,6,1157.98,10,22.27,2893.26,UPI,Hyderabad,Delivered,,1,,36-45,1,Mobile App,SELL0039,South
ORD000237,CUST01727,2023-06-08,Food,Router,5,249.68,15,33.66,3621.94,Net Banking,Ahmedabad,Processing,4.0,1,7.0,36-45,1,Mobile App,SELL0154,North
ORD000238,CUST03894,2023-06-08,Toys,Headphones,10,1951.23,0,25.75,124.81,UPI,Delhi,Delivered,,1,11.0,36-45,0,Mobile App,SELL0019,North
ORD000239,CUST00070,2023-06-09,Food,Watch,5,1128.15,10,47.71,4393.18,Wallet,Jaipur,Delivered,3.0,0,7.0,55+,1,Mobile App,SELL0023,South
ORD000240,CUST01810,2023-06-10,Beauty,Monitor,2,1240.62,15,27.67,2696.74,Credit Card,Nagpur,Delivered,5.0,1,11.0,46-55,0,Website,SELL0147,East
ORD000241,CUST02774,2023-06-10,Electronics,Phone,4,255.28,0,0.64,2464.63,UPI,Kolkata,Delivered,,0,1.0,36-45,1,Website,SELL0037,Central
ORD000242,CUST00230,2023-06-11,Home & Garden,Printer,1,1382.64,5,6.31,1084.29,COD,Indore,Processing,,0,11.0,36-45,1,In-Store Kiosk,SELL0005,South
ORD000243,CUST04018,2023-06-12,Electronics,Mouse,3,855.78,5,2.31,683.67,UPI,Pune,Delivered,1.0,1,4.0,26-35,0,In-Store Kiosk,SELL0199,West
ORD000244,CUST01891,2023-06-12,Sports,Monitor,5,849.21,15,45.16,1843.82,Credit Card,Kolkata,Delivered,5.0,1,7.0,18-25,0,Website,SELL0104,North
ORD000245,CUST04170,2023-06-13,Home & Garden,Headphones,1,949.2,0,15.76,4600.67,Net Banking,Nagpur,Cancelled,4.0,1,9.0,55+,0,Website,SELL0157,Central
ORD000246,CUST00755,2023-06-14,Sports,Charger,5,1074.18,10,41.81,2798.13,Wallet,Lucknow,Delivered,5.0,0,8.0,55+,0,Mobile App,SELL0142,East
ORD000247,CUST00187,2023-06-14,Food,Router,3,1607.96,30,22.28,2062.8,Wallet,Lucknow,Delivered,,0,1.0,26-35,0,Website,SELL0165,East
ORD000248,CUST02203,2023-06-15,Clothing,Mouse,10,687.15,15,46.02,700.21,Wallet,Chennai,Shipped,2.0,1,8.0,26-35,1,Mobile App,SELL0134,East
ORD000249,CUST04813,2023-06-16,Toys,Router,2,1762.06,0,24.11,314.13,UPI,Jaipur,Delivered,,1,2.0,55+,1,Website,SELL0143,West
ORD000250,CUST00411,2023-06-16,Toys,Speaker,5,226.06,0,43.01,3033.51,Wallet,Nagpur,Shipped,2.0,1,4.0,26-35,0,Website,SELL0103,West
ORD000251,CUST00636,2023-06-17,Home & Garden,Tablet,2,1063.47,0,33.59,4791.17,Credit Card,Bangalore,Delivered,,0,7.0,46-55,1,In-Store Kiosk,SELL0033,South
ORD000252,CUST03928,2023-06-18,Home & Garden,Tablet,5,1357.76,5,13.31,2242.36,Credit Card,Mumbai,Delivered,1.0,1,,55+,1,Mobile App,SELL0157,Central
ORD000253,CUST00567,2023-06-18,Home & Garden,Printer,5,1940.92,0,28.83,1188.79,COD,Bhopal,Delivered,2.0,0,8.0,55+,0,Mobile App,SELL0097,North
ORD000254,CUST02955,2023-06-19,Beauty,Phone,5,799.36,5,13.4,1886.93,Credit Card,Surat,Processing,,0,6.0,46-55,1,Mobile App,SELL0119,Central
ORD000255,CUST00209,2023-06-20,Toys,Monitor,5,1358.56,25,9.99,2553.53,Net Banking,Chennai,Shipped,2.0,0,2.0,18-25,0,Website,SELL0061,West
ORD000256,CUST00190,2023-06-20,Electronics,Headphones,5,1573.7,20,15.96,3769.49,Net Banking,Jaipur,Delivered,3.0,1,1.0,55+,1,Website,SELL0165,North
ORD000257,CUST01942,2023-06-21,Food,Router,3,1665.98,0,14.83,2270.23,Debit Card,Delhi,Delivered,3.0,0,7.0,18-25,0,Mobile App,SELL0152,East
ORD000258,CUST03228,2023-06-22,Electronics,Camera,9,1834.34,5,24.83,4633.33,Credit Card,Kolkata,Delivered,2.0,1,14.0,26-35,0,Website,SELL0117,South
ORD000259,CUST02976,2023-06-22,Clothing,Router,7,695.03,10,31.85,3205.66,Debit Card,Bangalore,Delivered,5.0,0,12.0,18-25,1,Mobile App,SELL0037,North
ORD000260,CUST04774,2023-06-23,Sports,Headphones,7,1685.72,0,48.37,607.34,Wallet,Indore,Delivered,5.0,1,6.0,18-25,0,Website,SELL0087,Central
ORD000261,CUST00273,2023-06-24,Electronics,Charger,5,1914.04,0,23.46,575.84,Debit Card,Hyderabad,Delivered,,0,,18-25,0,Website,SELL0052,Central
ORD000262,CUST00317,2023-06-24,Beauty,Headphones,8,941.4,30,38.05,2759.74,Net Banking,Ahmedabad,Delivered,5.0,0,5.0,36-45,0,Website,SELL0120,East
ORD000263,CUST03876,2023-06-25,Clothing,Monitor,7,1384.02,15,24.55,4015.0,Wallet,Chennai,Delivered,3.0,0,7.0,18-25,1,Website,SELL0014,North
ORD000264,CUST01784,2023-06-26,Books,Charger,2,649.36,20,21.69,2668.83,Wallet,Ahmedabad,Delivered,4.0,0,9.0,26-35,0,Website,SELL0086,South
ORD000265,CUST01064,2023-06-26,Sports,Tablet,5,516.34,15,20.62,4020.49,Debit Card,Jaipur,Delivered,2.0,0,8.0,18-25,1,Mobile App,SELL0197,West
ORD000266,CUST04474,2023-06-27,Food,Monitor,9,559.54,10,43.78,406.32,Wallet,Delhi,Shipped,2.0,1,,46-55,1,Website,SELL0042,East
ORD000267,CUST01585,2023-06-28,Clothing,Router,9,107.59,15,7.31,1647.89,UPI,Bhopal,Delivered,5.0,0,9.0,46-55,0,Mobile App,SELL0099,East
ORD000268,CUST00168,2023-06-28,Toys,Camera,10,1158.95,5,14.51,245.14,Wallet,Pune,Shipped,2.0,1,14.0,26-35,1,Mobile App,SELL0095,Central
ORD000269,CUST00084,2023-06-29,Beauty,Laptop,8,1724.25,0,36.04,1783.65,Debit Card,Ahmedabad,Delivered,3.0,0,6.0,55+,1,Mobile App,SELL0174,North
ORD000270,CUST04593,2023-06-30,Sports,Camera,10,577.78,0,14.79,2846.05,Credit Card,Bangalore,Processing,4.0,0,1.0,18-25,0,Mobile App,SELL0190,Central
ORD000271,CUST00798,2023-06-30,Food,Keyboard,3,68.29,10,0.11,4628.23,Net Banking,Mumbai,Delivered,2.0,1,12.0,18-25,0,Mobile App,SELL0167,Central
ORD000272,CUST04944,2023-07-01,Beauty,Tablet,10,569.84,0,10.84,2303.46,Wallet,Jaipur,Shipped,4.0,0,12.0,36-45,0,Website,SELL0118,South
ORD000273,CUST00992,2023-07-02,Toys,Printer,10,1545.18,20,1.47,1880.44,COD,Mumbai,Delivered,,1,9.0,55+,1,Mobile App,SELL0085,Central
ORD000274,CUST01950,2023-07-02,Sports,Cable,7,898.01,5,14.62,3399.21,Credit Card,Jaipur,Delivered,3.0,0,1.0,26-35,1,Mobile App,SELL0146,South
ORD000275,CUST00315,2023-07-03,Home & Garden,Speaker,7,1535.4,30,16.34,3592.2,COD,Bhopal,Delivered,5.0,0,13.0,55+,0,Website,SELL0011,West
ORD000276,CUST02325,2023-07-04,Books,Speaker,7,437.96,0,47.66,859.78,COD,Chennai,Delivered,4.0,1,3.0,26-35,0,Website,SELL0132,West
ORD000277,CUST04811,2023-07-04,Books,Printer,2,1285.69,5,40.4,3504.38,Wallet,Kolkata,Shipped,5.0,0,14.0,46-55,0,Mobile App,SELL0063,Central
ORD000278,CUST04941,2023-07-05,Electronics,Cable,1,1463.36,0,6.12,2700.58,COD,Kanpur,Delivered,1.0,0,3.0,26-35,0,Website,SELL0093,North
ORD000279,CUST01865,2023-07-06,Books,Cable,3,1619.35,0,6.14,2548.3,UPI,Pune,Delivered,5.0,0,1.0,36-45,0,Mobile App,SELL0130,East
ORD000280,CUST00300,2023-07-06,Toys,Keyboard,3,1369.7,5,49.85,4906.82,Debit Card,Kolkata,Delivered,3.0,0,5.0,26-35,1,Website,SELL0082,Central
ORD000281,CUST03458,2023-07-07,Books,Laptop,1,1822.01,0,33.58,3857.0,Wallet,Indore,Delivered,4.0,1,,26-35,1,Website,SELL0060,North
ORD000282,CUST01591,2023-07-08,Home & Garden,Phone,8,256.4,20,31.27,4075.22,UPI,Lucknow,Delivered,,0,13.0,36-45,1,Mobile App,SELL0040,North
ORD000283,CUST04344,2023-07-08,Home & Garden,Router,1,1103.55,0,29.42,4107.51,Net Banking,Jaipur,Delivered,4.0,1,1.0,26-35,0,In-Store Kiosk,SELL0081,North
ORD000284,CUST00318,2023-07-09,Toys,Printer,4,902.34,25,7.49,3239.72,Net Banking,Kanpur,Delivered,5.0,0,4.0,36-45,0,Website,SELL0004,East
ORD000285,CUST00484,2023-07-10,Sports,Phone,2,1998.57,0,13.22,133.14,Wallet,Lucknow,Delivered,3.0,1,10.0,36-45,1,In-Store Kiosk,SELL0173,East
ORD000286,CUST03732,2023-07-10,Books,Laptop,7,1100.95,5,21.62,1845.52,UPI,Nagpur,Delivered,,0,8.0,36-45,1,Mobile App,SELL0173,West
ORD000287,CUST03252,2023-07-11,Food,Headphones,10,1372.09,30,22.32,3835.51,Wallet,Surat,Returned,3.0,1,12.0,18-25,0,Mobile App,SELL0136,East
ORD000288,CUST03257,2023-07-12,Electronics,Keyboard,6,1838.47,15,48.54,902.97,COD,Bhopal,Cancelled,2.0,1,7.0,36-45,1,Website,SELL0056,Central
ORD000289,CUST02734,2023-07-12,Clothing,Headphones,6,289.27,0,2.19,4787.22,Debit Card,Surat,Delivered,3.0,1,9.0,46-55,0,Mobile App,SELL0154,North
ORD000290,CUST04318,2023-07-13,Clothing,Mouse,6,681.88,0,0.74,40.45,Credit Card,Mumbai,Delivered,1.0,1,4.0,18-25,1,Website,SELL0119,West
ORD000291,CUST03369,2023-07-14,Electronics,Smart TV,3,650.01,0,45.74,2794.29,Net Banking,Bangalore,Cancelled,4.0,1,6.0,26-35,1,Mobile App,SELL0053,East
ORD000292,CUST00952,2023-07-14,Clothing,Cable,4,238.25,10,43.88,427.1,UPI,Ahmedabad,Processing,5.0,0,7.0,18-25,0,Mobile App,SELL0093,East
ORD000293,CUST04014,2023-07-15,Beauty,Watch,4,1122.2,10,14.48,3803.35,Credit Card,Surat,Shipped,4.0,1,9.0,26-35,0,Mobile App,SELL0017,East
ORD000294,CUST02726,2023-07-16,Beauty,Speaker,9,616.58,20,16.07,3086.08,COD,Bhopal,Delivered,5.0,1,12.0,55+,1,Website,SELL0022,West
ORD000295,CUST00905,2023-07-16,Electronics,Gaming Console,4,334.51,0,29.6,2027.42,Wallet,Nagpur,Shipped,3.0,1,5.0,18-25,1,Mobile App,SELL0076,West
ORD000296,CUST03566,2023-07-17,Electronics,Printer,3,48.68,0,10.1,511.36,Credit Card,Lucknow,Shipped,4.0,1,10.0,26-35,1,Mobile App,SELL0008,Central
ORD000297,CUST03386,2023-07-18,Food,Tablet,6,54.98,0,43.77,2261.4,Wallet,Mumbai,Processing,3.0,0,3.0,18-25,1,Website,SELL0174,South
ORD000298,CUST01410,2023-07-18,Toys,Speaker,8,784.57,30,13.48,1751.47,Net Banking,Jaipur,Shipped,3.0,1,6.0,55+,0,Website,SELL0189,North
ORD000299,CUST00929,2023-07-19,Toys,Phone,4,1223.81,30,3.0,943.64,Wallet,Surat,Delivered,4.0,0,2.0,36-45,1,Mobile App,SELL0066,North
ORD000300,CUST04449,2023-07-20,Beauty,Projector,1,429.07,0,26.64,922.56,Net Banking,Indore,Cancelled,4.0,0,4.0,18-25,0,Mobile App,SELL0073,West
ORD000301,CUST04285,2023-07-20,Home & Garden,Cable,5,1820.71,5,36.67,4238.15,UPI,Lucknow,Cancelled,1.0,1,12.0,26-35,1,Website,SELL0154,North
ORD000302,CUST00990,2023-07-21,Books,Camera,9,424.32,20,47.81,1646.99,Wallet,Jaipur,Delivered,4.0,1,8.0,46-55,0,Mobile App,SELL0063,West
ORD000303,CUST03446,2023-07-22,Books,Router,9,544.49,5,31.24,501.45,Net Banking,Bangalore,Returned,3.0,0,13.0,46-55,0,Website,SELL0158,North
ORD000304,CUST00592,2023-07-22,Sports,Speaker,8,611.81,30,5.09,794.96,Wallet,Nagpur,Delivered,1.0,1,4.0,46-55,1,Mobile App,SELL0017,Central
ORD000305,CUST04559,2023-07-23,Electronics,Printer,6,319.71,20,33.12,3307.0,Debit Card,Pune,Delivered,1.0,1,7.0,36-45,0,Website,SELL0107,Central
ORD000306,CUST01405,2023-07-24,Food,Laptop,10,1998.19,15,4.63,1851.34,COD,Indore,Delivered,1.0,1,3.0,36-45,1,Mobile App,SELL0001,South
