Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,Promo2,Promo2SinceWeek,Promo2SinceYear,Sales_per_Customer
89,3,2013-10-14,3201,3631,1,0,a,1,a,a,48403.0,5.0,1,,,26.11
214,1,2013-10-15,0,5085,1,0,a,1,c,a,28332.0,,0,44.0,,0.48
569,2,2013-10-16,2844,0,1,1,0,1,b,a,24942.0,7.0,0,39.0,,6.44
1006,6,2013-10-17,32593,3237,1,1,0,1,d,a,23437.0,7.0,0,44.0,2015.0,5.02
676,4,2013-10-18,14871,3076,0,0,0,0,b,a,54347.0,,1,21.0,,82.4
170,3,2013-10-19,18678,5986,1,1,0,1,a,a,6766.0,4.0,0,,2013.0,1.75
582,4,2013-10-20,1006,2446,1,1,0,0,c,a,25310.0,,1,27.0,2015.0,
62,5,2013-10-21,25033,4851,1,1,0,1,a,a,36159.0,,0,22.0,,
95,3,2013-10-22,9351,1857,1,0,0,0,a,a,35927.0,12.0,1,,2012.0,
208,2,2013-10-23,0,0,0,0,0,0,b,b,53224.0,,1,30.0,,77.56
934,1,2013-10-24,39510,1562,1,1,0,0,a,a,45541.0,10.0,1,,,
1011,7,2013-10-25,0,3753,1,0,0,1,a,a,4164.0,7.0,1,,,64.6
70,2,2013-10-26,8993,4215,1,1,0,0,a,a,42271.0,,1,42.0,2013.0,59.12
393,7,2013-10-27,14481,1082,1,1,0,0,a,c,47073.0,6.0,0,,2015.0,95.39
1095,2,2013-10-28,33216,534,1,1,0,1,a,a,28615.0,9.0,1,14.0,,0.52
516,6,2013-10-29,0,1838,1,1,0,1,b,c,138.0,10.0,0,,2015.0,49.71
417,4,2013-10-30,27381,1181,1,0,a,0,a,c,20037.0,1.0,1,12.0,,
547,2,2013-10-31,12246,0,1,1,a,0,a,c,320.0,,0,,,
636,3,2013-11-01,5214,0,0,1,0,0,b,a,49747.0,10.0,0,,2013.0,97.91
234,5,2013-11-02,342,2486,1,0,0,0,a,c,30420.0,10.0,0,15.0,,75.14
769,2,2013-11-03,8477,5961,1,1,0,0,b,c,30104.0,10.0,1,,2009.0,
352,7,2013-11-04,38376,3483,1,0,0,1,b,a,49754.0,,1,28.0,2013.0,27.25
588,5,2013-11-05,0,0,1,1,0,1,a,c,44025.0,,0,8.0,,89.58
762,2,2013-11-06,676,103,1,0,0,1,b,c,59592.0,9.0,0,,2013.0,32.29
939,4,2013-11-07,1255,70,1,1,0,0,a,c,31326.0,,0,47.0,,71.43
758,6,2013-11-08,30496,6902,1,0,0,1,b,c,52609.0,,1,31.0,2011.0,33.72
872,2,2013-11-09,36871,4936,1,1,0,1,a,c,60063.0,8.0,0,24.0,2009.0,59.65
28,6,2013-11-10,18640,6288,1,0,0,0,a,a,20377.0,1.0,1,,2013.0,
647,1,2013-11-11,0,297,1,0,0,0,a,c,71276.0,,0,3.0,2013.0,46.67
328,6,2013-11-12,14824,1633,1,0,0,0,a,c,52584.0,5.0,0,21.0,,40.95
18,1,2013-11-13,38597,2452,1,0,0,1,c,a,71585.0,1.0,1,31.0,2015.0,79.02
786,6,2013-11-14,20636,755,1,1,0,0,a,a,8182.0,,0,33.0,2012.0,58.99
713,1,2013-11-15,14745,3322,1,1,0,0,a,a,2760.0,6.0,0,20.0,2013.0,
993,6,2013-11-16,0,6828,1,0,0,0,a,c,32050.0,1.0,1,37.0,2012.0,49.4
881,1,2013-11-17,3062,5583,1,1,0,1,c,c,35946.0,6.0,0,,2009.0,46.78
466,4,2013-11-18,4734,2022,1,1,0,1,c,c,75614.0,4.0,1,,,
908,1,2013-11-19,0,5710,0,0,0,0,d,a,27638.0,9.0,1,32.0,2012.0,49.86
399,2,2013-11-20,38173,1667,1,1,0,1,c,c,52173.0,,0,,2013.0,49.26
607,3,2013-11-21,0,3082,0,1,0,0,a,a,6877.0,5.0,1,,,13.4
98,7,2013-11-22,25415,5618,0,1,0,0,b,c,63497.0,6.0,0,,,24.54
382,4,2013-11-23,8084,6455,1,0,0,0,b,a,63617.0,,1,,,80.92
644,2,2013-11-24,6857,5312,1,0,0,1,d,c,35087.0,2.0,1,15.0,,82.47
400,4,2013-11-25,19084,0,1,1,a,1,c,c,50664.0,,1,13.0,2010.0,35.05
351,1,2013-11-26,39420,2013,1,1,0,1,b,c,45664.0,7.0,0,47.0,2010.0,19.74
409,7,2013-11-27,3353,3505,0,0,0,0,b,a,43196.0,11.0,0,,2015.0,
637,6,2013-11-28,37349,6017,1,0,0,1,d,c,72516.0,,1,16.0,,91.51
774,7,2013-11-29,1024,2929,1,1,0,0,a,c,69795.0,,0,8.0,,70.04
164,2,2013-11-30,41428,3413,1,1,0,1,d,c,16159.0,,0,,,37.82
781,2,2013-12-01,20944,4574,1,1,0,1,a,a,48797.0,,0,51.0,,49.37
890,1,2013-12-02,33571,4424,1,1,0,1,a,a,47752.0,4.0,0,1.0,2012.0,87.66
663,7,2013-12-03,26133,2980,0,1,0,1,a,c,69819.0,,0,18.0,2013.0,15.18
150,5,2013-12-04,35049,1834,1,0,0,0,a,a,14659.0,4.0,1,8.0,,4.76
855,4,2013-12-05,25351,6882,1,0,0,1,a,a,50851.0,1.0,0,,,90.74
338,4,2013-12-06,6451,0,1,0,0,0,a,a,42579.0,,1,,,
535,6,2013-12-07,1048,6210,0,0,0,0,a,c,5943.0,,1,11.0,2015.0,63.79
211,7,2013-12-08,34560,1361,1,1,0,1,a,a,13038.0,5.0,0,21.0,,13.81
596,6,2013-12-09,3615,2877,1,1,0,1,a,c,1361.0,,1,17.0,2014.0,72.64
1034,2,2013-12-10,30095,2880,0,0,0,1,b,c,21592.0,5.0,1,,2013.0,56.36
968,3,2013-12-11,7716,177,1,1,0,1,a,a,66438.0,7.0,1,29.0,2012.0,33.63
381,7,2013-12-12,27451,0,1,1,0,0,d,c,18750.0,8.0,1,,2010.0,66.98
558,3,2013-12-13,13874,4033,1,1,0,1,a,a,40634.0,8.0,0,,2012.0,91.81
280,6,2013-12-14,0,5333,1,0,0,1,a,a,34327.0,3.0,1,,2011.0,91.98
334,6,2013-12-15,30271,0,1,1,0,0,d,a,25158.0,,1,20.0,2014.0,3.5
155,7,2013-12-16,19831,3401,1,0,0,1,a,c,25327.0,,1,35.0,,9.22
467,6,2013-12-17,1046,2365,1,0,0,0,c,c,45556.0,6.0,1,47.0,,54.63
337,5,2013-12-18,0,1078,1,0,0,0,a,c,57761.0,,0,,2013.0,
284,4,2013-12-19,7786,3390,1,0,0,0,b,a,33150.0,1.0,1,11.0,,93.39
252,1,2013-12-20,0,1493,1,1,0,0,d,a,1107.0,4.0,1,,2010.0,61.62
251,2,2013-12-21,30919,5944,1,1,0,1,a,c,22422.0,,0,,,79.79
113,4,2013-12-22,17623,0,1,1,0,1,b,a,17954.0,12.0,1,12.0,,70.73
679,5,2013-12-23,16161,5525,1,1,0,1,c,a,26605.0,2.0,0,,,43.35
29,7,2013-12-24,23877,1579,1,0,0,0,a,c,53474.0,9.0,1,,2010.0,33.6
19,6,2013-12-25,18885,4119,1,0,0,1,a,c,47319.0,7.0,1,37.0,2009.0,63.87
1071,2,2013-12-26,19879,2316,1,0,0,1,a,a,71920.0,6.0,1,31.0,,64.54
347,6,2013-12-27,4285,0,0,1,0,1,a,a,48438.0,,0,,,
10,7,2013-12-28,36258,6611,0,1,0,1,b,a,22496.0,,1,7.0,2014.0,30.64
715,3,2013-12-29,12344,2269,1,1,0,1,b,c,70776.0,,0,2.0,2011.0,11.22
593,2,2013-12-30,16604,3445,1,1,0,0,a,a,75286.0,,0,13.0,,9.53
238,2,2013-12-31,0,3641,1,1,0,1,a,c,60390.0,10.0,0,43.0,2011.0,8.76
329,1,2014-01-01,39774,1603,1,1,0,0,a,c,7607.0,7.0,0,,,69.98
1113,4,2014-01-02,39799,525,1,1,0,0,a,a,56698.0,,1,9.0,2009.0,53.22
488,7,2014-01-03,37941,5583,1,0,0,0,a,a,42886.0,4.0,1,11.0,2013.0,87.48
700,2,2014-01-04,23092,387,1,0,0,0,b,a,60159.0,,0,,,
851,1,2014-01-05,0,0,1,0,0,1,a,a,37044.0,,1,22.0,2011.0,99.91
702,3,2014-01-06,0,1186,1,1,a,1,b,a,1310.0,10.0,0,45.0,,45.24
121,1,2014-01-07,22953,3418,1,0,0,1,a,a,74251.0,3.0,1,,,78.66
595,5,2014-01-08,31112,5548,1,1,0,1,a,a,74382.0,5.0,0,30.0,,22.96
751,1,2014-01-09,0,6754,1,0,c,0,a,c,51884.0,,1,,2009.0,31.86
855,3,2014-01-10,0,6812,1,1,b,0,a,c,72626.0,,1,,,12.21
1103,6,2014-01-11,40291,6905,1,1,0,0,c,a,17488.0,,1,,,35.29
776,6,2014-01-12,0,4559,1,1,0,0,d,c,17601.0,1.0,1,2.0,,37.27
407,1,2014-01-13,17174,0,1,1,0,1,a,a,51157.0,12.0,1,8.0,,32.47
934,3,2014-01-14,21718,299,1,1,0,0,d,a,63845.0,10.0,1,23.0,2011.0,90.68
308,3,2014-01-15,24663,3408,0,0,0,0,a,a,2440.0,4.0,0,,,84.95
286,2,2014-01-16,16803,4604,1,1,0,0,b,a,28785.0,,0,11.0,2014.0,10.64
831,2,2014-01-17,27476,5212,1,1,0,0,a,c,48007.0,11.0,1,37.0,2015.0,39.19
477,4,2014-01-18,25828,2033,1,0,0,1,b,c,54348.0,2.0,1,,2012.0,31.6
451,6,2014-01-19,21940,2321,1,1,0,0,c,a,28071.0,,1,,,
598,3,2014-01-20,4458,6493,1,1,0,0,c,c,20087.0,2.0,0,,2011.0,60.2
339,3,2014-01-21,11570,6215,1,0,0,1,c,a,32655.0,,1,39.0,,89.01
397,3,2014-01-22,6302,5399,1,0,a,1,a,a,71425.0,10.0,1,,2014.0,41.39
485,7,2014-01-23,14496,0,1,1,0,1,c,a,47408.0,,0,52.0,,61.86
293,2,2014-01-24,22979,2670,1,0,0,1,a,c,67999.0,,0,8.0,2015.0,
612,6,2014-01-25,15557,3839,1,1,0,0,a,a,24881.0,3.0,1,,2013.0,
20,2,2014-01-26,20239,3254,1,1,0,1,a,c,61911.0,,0,19.0,2014.0,61.29
962,6,2014-01-27,11988,5873,1,0,0,0,a,a,31385.0,,1,,,56.39
415,6,2014-01-28,29028,5309,0,1,0,0,b,c,4461.0,,0,,,89.34
1063,2,2014-01-29,21054,1259,0,1,0,1,b,a,71386.0,3.0,1,,,
509,6,2014-01-30,29872,6859,1,0,0,0,a,c,5245.0,,1,13.0,2015.0,21.28
690,2,2014-01-31,2561,3412,1,0,0,0,c,a,28039.0,1.0,1,17.0,,52.09
895,3,2014-02-01,34176,2204,1,0,0,0,a,a,40085.0,,0,,2014.0,4.22
928,3,2014-02-02,32417,3120,1,1,0,1,c,a,65980.0,,1,19.0,,65.5
765,3,2014-02-03,0,5692,1,1,0,0,c,a,66721.0,4.0,1,,,12.24
418,5,2014-02-04,105,2623,1,0,0,1,a,c,24670.0,10.0,1,17.0,,41.54
380,5,2014-02-05,39310,0,1,0,0,0,b,c,16695.0,7.0,1,46.0,2012.0,3.85
752,7,2014-02-06,26761,4519,0,0,0,0,a,a,38022.0,5.0,0,12.0,2010.0,66.67
822,5,2014-02-07,24859,1768,1,0,0,1,a,a,9892.0,11.0,1,2.0,2011.0,68.41
646,3,2014-02-08,2737,4193,1,1,0,0,d,a,11480.0,,1,30.0,2013.0,
173,4,2014-02-09,32059,1845,1,1,0,0,a,c,34771.0,,1,,,17.54
561,4,2014-02-10,39723,0,1,0,0,0,c,a,30960.0,7.0,1,,,32.25
334,6,2014-02-11,37983,1576,1,0,0,0,c,a,70839.0,3.0,0,42.0,2012.0,99.52
644,5,2014-02-12,24313,2429,1,0,0,1,c,a,24301.0,4.0,1,49.0,2012.0,88.67
369,3,2014-02-13,19809,1282,1,0,0,0,a,a,71675.0,,1,16.0,2012.0,
769,4,2014-02-14,17450,2306,1,0,0,0,c,a,58421.0,,1,,2015.0,80.66
31,5,2014-02-15,4924,0,1,1,0,0,a,c,70627.0,3.0,0,34.0,,0.41
629,4,2014-02-16,15611,2859,1,1,0,1,d,a,4967.0,1.0,1,38.0,,
972,4,2014-02-17,0,954,1,1,0,0,a,c,38639.0,7.0,1,,,72.85
126,3,2014-02-18,0,5160,1,1,0,1,b,c,32356.0,5.0,1,33.0,2015.0,89.55
477,3,2014-02-19,4912,0,1,0,0,0,a,a,71121.0,3.0,0,11.0,,
997,6,2014-02-20,7708,2743,1,0,0,1,c,a,,12.0,0,,,78.39
341,1,2014-02-21,13867,2667,1,1,0,1,d,a,74465.0,10.0,1,,,5.93
674,3,2014-02-22,19349,7301,1,1,0,0,a,a,53881.0,7.0,1,,2012.0,34.86
829,2,2014-02-23,32566,4110,1,0,0,1,a,c,69026.0,11.0,0,31.0,,76.71
659,2,2014-02-24,23936,6317,0,1,0,0,c,a,45416.0,,0,44.0,,47.85
594,4,2014-02-25,8733,3222,1,1,0,0,a,a,33178.0,8.0,1,,,74.47
145,2,2014-02-26,5574,5861,1,1,0,0,a,c,66130.0,12.0,1,41.0,,28.36
987,2,2014-02-27,8858,0,1,1,0,1,d,a,19024.0,,0,,2009.0,
725,7,2014-02-28,7827,3956,1,1,0,1,a,a,8426.0,,0,42.0,,78.95
760,7,2014-03-01,34396,859,1,1,0,1,d,a,57039.0,11.0,0,35.0,,19.87
2,4,2014-03-02,0,2005,1,1,0,0,a,c,53606.0,10.0,1,38.0,2010.0,18.61
998,3,2014-03-03,14141,4143,1,1,0,1,b,a,19939.0,5.0,1,34.0,,4.5
847,4,2014-03-04,0,2828,1,0,0,1,a,c,15958.0,6.0,0,11.0,2011.0,38.22
805,2,2014-03-05,21181,6206,1,0,0,1,b,c,26810.0,5.0,1,29.0,2010.0,1.4
195,2,2014-03-06,1843,3753,0,0,0,1,b,a,60905.0,8.0,1,15.0,,52.73
871,7,2014-03-07,10886,4541,1,0,0,1,a,a,40749.0,2.0,0,33.0,,27.75
337,1,2014-03-08,7981,1146,1,0,0,0,a,a,51707.0,,1,,,98.91
480,6,2014-03-09,15171,4188,1,0,0,0,c,a,65385.0,11.0,0,,,87.19
488,7,2014-03-10,21029,618,1,0,0,1,a,c,3452.0,,0,36.0,2011.0,54.96
117,2,2014-03-11,32515,0,1,1,0,1,a,c,36430.0,2.0,0,30.0,,89.91
145,4,2014-03-12,39252,0,1,0,0,0,a,c,59809.0,1.0,0,,,96.28
539,5,2014-03-13,35796,3924,0,1,0,1,a,c,5978.0,12.0,1,,2009.0,60.02
693,2,2014-03-14,20795,4772,0,0,0,0,a,c,38554.0,,1,,,35.79
604,6,2014-03-15,19500,4956,1,0,0,1,b,c,43998.0,9.0,0,38.0,,88.28
518,7,2014-03-16,15839,0,1,1,0,0,c,c,45005.0,8.0,0,,,26.66
280,4,2014-03-17,0,2146,1,1,0,1,a,a,5908.0,11.0,1,,2011.0,
934,7,2014-03-18,5645,5530,0,1,0,1,b,a,12502.0,,1,30.0,,64.99
257,5,2014-03-19,28308,7044,1,0,0,0,a,a,18022.0,6.0,0,,,3.29
273,1,2014-03-20,5017,4030,1,0,0,1,a,c,34755.0,,1,20.0,2015.0,
412,6,2014-03-21,11770,161,1,0,0,0,c,a,8434.0,,0,,2013.0,55.46
396,4,2014-03-22,33950,5798,1,0,0,0,a,a,60341.0,12.0,1,19.0,2013.0,13.91
469,4,2014-03-23,0,0,1,0,0,1,b,a,43987.0,6.0,1,14.0,2010.0,
266,2,2014-03-24,15175,621,1,0,0,1,c,a,65030.0,10.0,0,,,87.39
693,4,2014-03-25,39297,0,1,0,0,1,b,c,18688.0,10.0,0,,2010.0,
642,4,2014-03-26,19915,0,1,1,0,0,a,c,58914.0,,0,,,9.24
326,6,2014-03-27,7120,5989,1,1,0,1,b,a,46697.0,6.0,0,,,28.01
1020,5,2014-03-28,39017,2288,1,0,0,1,d,c,57725.0,5.0,1,42.0,,58.38
78,7,2014-03-29,15242,411,1,0,0,1,b,c,50220.0,4.0,1,,,5.5
322,2,2014-03-30,16447,3924,1,0,0,1,b,a,9651.0,2.0,1,,2010.0,35.42
372,7,2014-03-31,5511,2663,1,1,0,0,a,a,36086.0,,0,5.0,,17.87
308,6,2014-04-01,9215,0,1,0,0,0,c,a,18970.0,,0,4.0,,57.62
249,5,2014-04-02,4561,5079,1,1,0,0,a,a,167.0,1.0,0,,2010.0,87.21
907,5,2014-04-03,0,6440,1,0,0,0,c,c,2739.0,,0,,,
690,4,2014-04-04,24489,4070,0,1,a,0,b,a,2352.0,9.0,0,32.0,,9.77
856,1,2014-04-05,22099,5213,1,1,0,1,a,c,16877.0,4.0,0,,,9.47
421,5,2014-04-06,11619,6902,1,0,0,1,c,c,36564.0,,0,40.0,,72.59
561,2,2014-04-07,250,7126,1,1,0,1,b,a,53720.0,12.0,0,42.0,,0.62
651,1,2014-04-08,0,5828,1,0,0,1,b,a,15951.0,3.0,0,5.0,,49.71
772,3,2014-04-09,0,4624,1,1,0,0,b,a,43168.0,,1,28.0,2010.0,66.0
403,7,2014-04-10,16387,4873,1,1,0,0,d,c,36601.0,,0,,2014.0,38.86
630,1,2014-04-11,9749,6356,1,0,0,0,b,a,49819.0,9.0,1,,2013.0,42.68
640,1,2014-04-12,28716,0,0,1,0,0,c,c,43756.0,,0,,2010.0,44.0
121,3,2014-04-13,19948,4529,1,1,0,1,b,c,11173.0,2.0,1,11.0,,29.59
5,1,2014-04-14,12240,7376,1,0,0,1,c,c,35390.0,4.0,1,,2015.0,42.07
1072,1,2014-04-15,11965,5754,1,0,0,1,c,c,38117.0,,1,,2011.0,80.33
663,1,2014-04-16,0,3709,1,1,b,1,d,c,40805.0,,0,,,83.6
659,6,2014-04-17,41323,4169,1,0,0,1,b,a,30906.0,9.0,0,13.0,,59.8
56,6,2014-04-18,33517,0,1,1,0,0,a,a,73303.0,7.0,1,,,30.38
1091,2,2014-04-19,22579,3660,0,0,0,1,d,a,66820.0,1.0,1,49.0,,40.55
854,2,2014-04-20,2967,5485,0,1,a,1,b,c,47969.0,8.0,0,,,70.36
365,6,2014-04-21,28519,0,1,0,0,1,b,a,1500.0,2.0,1,17.0,2011.0,47.4
1015,3,2014-04-22,7570,3871,1,1,a,0,c,a,14932.0,1.0,0,37.0,2014.0,12.21
824,3,2014-04-23,0,3554,1,1,0,0,a,a,18093.0,8.0,0,,2011.0,66.47
593,2,2014-04-24,21946,6226,1,1,a,0,c,a,12312.0,6.0,1,,2012.0,9.35
21,4,2014-04-25,5841,2321,0,0,0,0,d,a,19927.0,,0,,2009.0,98.74
28,7,2014-04-26,11397,3327,1,1,0,1,c,c,72155.0,10.0,0,,,32.07
309,2,2014-04-27,17361,1638,1,0,0,1,c,c,44377.0,,0,1.0,2011.0,15.83
343,7,2014-04-28,39088,0,1,1,0,1,c,a,74378.0,,0,8.0,2012.0,59.59
776,2,2014-04-29,26345,0,1,1,0,1,b,a,34647.0,,1,,,75.57
118,4,2014-04-30,2937,0,1,0,0,0,b,a,34776.0,6.0,1,27.0,2014.0,71.85
277,4,2014-05-01,21104,4238,1,1,0,1,d,a,47079.0,4.0,0,31.0,2013.0,26.75
80,6,2014-05-02,13669,6759,1,1,0,0,b,c,65359.0,2.0,0,45.0,,
603,6,2014-05-03,32993,0,1,0,0,0,a,a,391.0,,0,,,69.2
714,2,2014-05-04,221,668,0,0,0,0,a,a,48351.0,7.0,1,37.0,2011.0,81.42
939,6,2014-05-05,37260,4297,1,1,0,1,a,a,60451.0,6.0,0,,,
744,5,2014-05-06,227,1341,1,1,0,1,b,c,3368.0,8.0,1,28.0,,0.8
125,1,2014-05-07,22784,589,1,0,0,0,a,c,24759.0,12.0,1,,,42.25
694,1,2014-05-08,2817,1688,0,1,0,0,d,a,58647.0,,0,5.0,,61.46
221,3,2014-05-09,15953,5773,1,1,0,0,a,a,29550.0,12.0,0,,,
170,7,2014-05-10,17003,0,1,0,0,0,c,c,28033.0,10.0,0,,2013.0,
229,6,2014-05-11,25114,7317,1,1,0,1,d,a,7707.0,,0,,2012.0,17.87
200,4,2014-05-12,13859,4158,0,0,0,1,d,a,43808.0,5.0,1,,,
988,3,2014-05-13,37823,2657,1,0,0,0,a,a,50078.0,5.0,0,,2015.0,0.11
336,6,2014-05-14,17582,564,0,1,0,1,a,a,67537.0,8.0,0,23.0,,25.0
291,1,2014-05-15,37045,2340,1,0,0,1,c,a,33588.0,2.0,0,,,83.6
