VendorID,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,payment_type,fare_amount,tip_amount,tolls_amount,total_amount,trip_duration_minutes,hour_of_day,day_of_week,is_airport,congestion_surcharge,rate_code,store_and_fwd
2,2023-01-24 03:12:00,2023-01-24 04:26:00,6.0,22.45,84,3,4,60.96,22.46,0.37,169.55,44,22,0,1,2.5,1,N
2,2023-01-25 08:43:10,2023-01-25 09:48:10,6.0,2.98,207,173,4,192.71,45.32,14.6,92.56,51,18,1,0,2.5,1,N
1,2023-01-13 09:42:36,2023-01-13 10:58:36,5.0,17.54,195,142,1,56.53,29.27,1.93,193.4,25,1,3,1,2.5,1,N
1,2023-01-13 12:48:53,2023-01-13 14:03:53,1.0,30.16,69,202,1,162.93,15.0,12.61,34.21,54,13,6,1,2.5,1,N
2,2023-01-03 00:36:44,2023-01-03 01:24:44,5.0,25.42,106,262,4,108.19,7.41,10.27,42.67,11,22,0,1,2.5,1,N
1,2023-01-01 11:30:25,2023-01-01 12:42:25,3.0,20.44,231,115,5,130.03,24.51,15.25,104.06,55,18,4,1,0.0,1,N
1,2023-01-27 18:19:54,2023-01-27 19:33:54,2.0,24.32,101,39,3,92.81,0.88,11.0,164.98,84,20,0,0,2.5,1,N
2,2023-01-26 23:45:49,2023-01-26 23:56:49,4.0,6.15,68,116,4,118.69,16.76,3.5,76.55,30,18,1,1,2.5,1,N
1,2023-01-11 11:26:09,2023-01-11 11:40:09,3.0,32.59,119,63,2,109.17,26.15,17.88,82.84,13,7,0,0,2.5,1,N
2,2023-01-29 07:17:52,2023-01-29 07:39:52,4.0,7.52,208,135,2,97.68,27.91,18.07,215.84,52,18,4,0,2.5,1,N
2,2023-01-03 12:02:11,2023-01-03 13:26:11,6.0,5.93,115,60,2,161.06,22.2,8.41,225.27,28,14,4,1,2.5,1,N
2,2023-01-29 17:39:29,2023-01-29 18:56:29,2.0,4.99,137,3,5,176.34,48.2,12.19,228.4,67,13,1,0,2.5,1,N
2,2023-01-18 14:33:33,2023-01-18 14:39:33,2.0,32.77,191,149,4,52.97,7.41,11.05,8.43,30,4,4,0,2.5,1,N
1,2023-01-16 15:52:37,2023-01-16 17:15:37,6.0,16.18,229,86,2,29.33,49.87,10.68,200.21,7,2,2,0,2.5,1,N
2,2023-01-23 07:39:09,2023-01-23 07:44:09,1.0,18.7,178,51,1,162.72,34.57,1.8,191.17,25,10,5,1,2.5,1,N
1,2023-01-07 19:44:59,2023-01-07 20:53:59,6.0,13.33,108,1,5,44.35,41.25,9.88,66.76,74,5,3,1,2.5,1,N
1,2023-01-15 08:09:45,2023-01-15 08:57:45,3.0,1.05,203,253,2,173.58,31.72,4.5,58.98,2,14,6,0,2.5,1,N
2,2023-01-07 21:27:27,2023-01-07 22:25:27,6.0,2.43,207,223,2,22.76,10.75,15.96,11.61,79,7,4,0,2.5,1,N
2,2023-01-19 09:58:49,2023-01-19 11:04:49,5.0,0.65,55,185,4,20.47,37.53,16.98,206.05,20,2,6,0,2.5,1,N
1,2023-01-13 11:49:28,2023-01-13 13:07:28,1.0,18.91,185,99,1,38.38,42.41,0.37,153.06,26,0,6,1,2.5,1,N
1,2023-01-13 12:25:33,2023-01-13 13:28:33,4.0,6.85,197,166,2,4.84,37.6,14.73,6.91,67,23,1,0,2.5,1,N
1,2023-01-23 09:09:03,2023-01-23 09:58:03,2.0,14.13,80,143,3,150.16,43.7,2.3,58.64,84,2,2,0,0.0,1,N
1,2023-01-25 09:51:01,2023-01-25 10:41:01,1.0,16.17,79,2,1,80.94,3.18,0.2,208.2,20,22,2,0,2.5,1,N
1,2023-01-26 18:15:28,2023-01-26 19:42:28,4.0,18.69,179,242,5,189.2,48.1,0.27,151.72,82,13,4,1,2.5,3,N
1,2023-01-24 12:16:32,2023-01-24 13:26:32,4.0,31.26,1,125,5,74.65,46.96,9.32,214.38,69,20,3,0,2.5,1,N
1,2023-01-06 08:13:10,2023-01-06 09:09:10,5.0,1.61,77,124,5,141.34,44.85,16.28,39.24,4,21,3,0,2.5,1,N
2,2023-01-22 14:22:45,2023-01-22 15:17:45,5.0,17.35,170,215,3,137.42,31.87,6.23,238.29,38,3,0,0,2.5,1,N
2,2023-01-22 06:07:37,2023-01-22 06:35:37,4.0,4.7,121,189,3,66.63,42.33,18.49,54.24,24,12,3,0,2.5,1,N
1,2023-01-01 14:18:45,2023-01-01 15:34:45,4.0,32.44,4,135,2,178.8,30.25,8.42,77.97,9,16,1,1,2.5,1,N
2,2023-01-06 19:19:46,2023-01-06 20:24:46,4.0,32.12,34,226,1,81.08,24.61,3.77,231.74,83,15,6,0,2.5,1,N
1,2023-01-16 11:46:32,2023-01-16 11:58:32,2.0,4.98,26,196,1,111.4,46.55,9.18,80.29,74,21,5,0,2.5,1,N
1,2023-01-10 03:26:05,2023-01-10 04:38:05,4.0,4.2,141,153,1,81.14,10.38,12.54,150.01,78,4,1,0,2.5,1,N
1,2023-01-24 13:26:57,2023-01-24 14:54:57,2.0,3.93,11,181,1,88.48,42.58,10.11,87.99,57,3,2,0,2.5,1,N
1,2023-01-24 00:50:49,2023-01-24 01:55:49,4.0,3.52,203,44,4,13.3,22.03,8.81,185.7,66,20,4,0,2.5,1,N
1,2023-01-08 08:18:30,2023-01-08 09:37:30,,5.62,161,247,4,63.76,14.6,3.77,79.91,55,15,3,0,2.5,1,N
2,2023-01-01 13:12:35,2023-01-01 14:22:35,6.0,5.53,134,234,4,189.8,25.31,13.99,112.0,6,22,1,1,0.0,1,N
1,2023-01-08 18:37:29,2023-01-08 19:57:29,3.0,5.81,56,98,2,166.71,31.86,7.01,23.69,15,4,5,0,2.5,5,N
1,2023-01-28 02:16:35,2023-01-28 03:09:35,1.0,5.29,50,11,1,176.33,9.14,19.41,230.47,80,1,6,0,2.5,1,N
1,2023-01-28 03:03:30,2023-01-28 03:36:30,1.0,13.29,215,219,1,143.29,37.56,8.01,226.79,56,16,5,1,0.0,1,N
1,2023-01-16 03:15:18,2023-01-16 03:58:18,2.0,8.96,164,134,5,131.52,19.73,4.43,201.64,30,18,2,0,2.5,1,N
1,2023-01-26 06:02:07,2023-01-26 07:27:07,6.0,14.66,95,70,5,179.97,35.19,17.19,218.65,72,15,6,1,2.5,4,N
1,2023-01-17 23:40:16,2023-01-18 00:43:16,5.0,31.29,56,265,1,108.73,7.86,4.17,151.88,48,1,6,0,0.0,1,N
1,2023-01-30 15:27:23,2023-01-30 15:41:23,6.0,12.38,89,148,4,183.4,2.8,3.36,24.11,89,20,6,0,2.5,1,N
1,2023-01-05 14:33:11,2023-01-05 15:09:11,5.0,10.1,80,55,5,84.5,8.08,14.37,20.44,45,6,5,1,2.5,1,N
1,2023-01-15 22:08:36,2023-01-15 22:16:36,1.0,32.01,137,164,5,120.53,9.03,5.96,197.16,61,11,2,0,2.5,1,N
1,2023-01-06 10:19:39,2023-01-06 11:40:39,1.0,11.32,71,202,2,95.66,38.08,8.35,130.72,88,0,3,0,0.0,1,N
1,2023-01-04 17:26:59,2023-01-04 18:03:59,4.0,4.36,206,118,4,6.26,24.63,9.02,71.42,40,18,4,0,2.5,1,N
2,2023-01-05 15:21:32,2023-01-05 15:29:32,4.0,21.7,16,182,5,41.79,38.2,15.67,12.25,83,19,5,0,2.5,1,N
1,2023-01-01 05:56:32,2023-01-01 07:20:32,3.0,9.93,185,28,5,185.75,37.35,11.49,246.06,74,4,0,1,2.5,1,N
2,2023-01-29 07:45:12,2023-01-29 09:01:12,,18.25,2,74,4,120.62,12.26,14.83,26.88,5,1,0,0,0.0,1,N
2,2023-01-22 04:24:57,2023-01-22 05:51:57,3.0,26.9,55,116,2,11.7,45.55,19.75,92.97,6,15,6,0,2.5,1,N
1,2023-01-15 23:00:38,2023-01-15 23:33:38,2.0,19.84,249,31,4,193.53,38.45,14.22,171.01,10,13,4,1,2.5,1,N
2,2023-01-25 12:00:15,2023-01-25 12:45:15,4.0,28.33,203,53,1,185.78,4.27,5.58,156.91,38,21,1,1,2.5,1,N
2,2023-01-18 00:19:41,2023-01-18 01:05:41,3.0,12.13,261,143,1,143.12,28.62,15.34,34.22,73,7,6,0,2.5,1,N
1,2023-01-13 20:21:58,2023-01-13 21:29:58,3.0,5.99,135,130,1,58.42,20.64,17.0,156.25,66,17,2,0,2.5,1,N
2,2023-01-15 12:48:51,2023-01-15 14:02:51,5.0,13.87,37,96,3,60.76,22.97,8.62,86.09,66,20,4,1,2.5,1,N
1,2023-01-13 18:34:25,2023-01-13 19:23:25,3.0,14.48,262,6,1,173.39,18.36,13.19,45.14,33,21,6,1,2.5,1,N
1,2023-01-13 03:40:05,2023-01-13 04:29:05,6.0,25.09,202,106,1,14.47,24.81,9.81,155.42,5,2,5,1,2.5,1,N
1,2023-01-26 04:59:41,2023-01-26 05:10:41,1.0,24.07,137,129,5,49.38,17.78,2.55,225.41,7,15,4,0,2.5,1,N
1,2023-01-30 03:09:30,2023-01-30 03:27:30,4.0,10.9,204,262,3,35.36,23.14,14.58,188.63,14,8,3,1,2.5,2,N
2,2023-01-06 13:57:17,2023-01-06 14:56:17,5.0,32.53,76,100,4,143.97,27.24,8.87,43.13,11,13,2,0,2.5,1,N
2,2023-01-23 02:14:27,2023-01-23 02:55:27,1.0,9.72,210,137,3,77.9,36.53,6.93,46.01,85,16,1,0,2.5,1,N
2,2023-01-02 21:40:40,2023-01-02 21:54:40,4.0,34.88,202,4,1,183.4,7.57,9.35,118.92,16,21,0,0,2.5,1,N
2,2023-01-24 20:49:47,2023-01-24 21:00:47,5.0,1.24,37,48,3,161.08,6.68,11.64,8.22,30,11,0,1,2.5,1,N
2,2023-01-29 23:18:00,2023-01-30 00:17:00,1.0,23.61,8,166,1,196.97,24.89,15.14,8.12,75,7,3,1,2.5,1,N
2,2023-01-22 17:00:28,2023-01-22 18:20:28,5.0,21.75,225,129,4,61.55,23.75,18.17,65.22,20,4,2,0,2.5,1,N
2,2023-01-17 06:31:29,2023-01-17 06:54:29,3.0,20.51,193,83,4,96.3,28.19,13.69,29.36,65,17,4,1,2.5,1,N
1,2023-01-29 11:35:22,2023-01-29 12:24:22,4.0,27.29,78,105,4,132.81,30.67,19.89,138.04,42,8,3,0,2.5,1,N
1,2023-01-24 04:06:38,2023-01-24 04:31:38,2.0,20.72,144,155,2,195.01,13.71,3.15,13.73,69,16,4,1,2.5,1,N
1,2023-01-24 14:10:10,2023-01-24 15:23:10,1.0,21.39,8,114,3,70.57,32.39,3.09,63.15,28,6,1,0,2.5,1,N
2,2023-01-29 15:24:53,2023-01-29 16:25:53,3.0,30.72,47,235,4,67.05,24.78,15.81,17.38,82,19,1,0,2.5,5,N
1,2023-01-17 06:30:03,2023-01-17 07:02:03,,6.62,24,59,3,126.28,24.79,12.67,134.02,66,16,0,0,2.5,1,N
2,2023-01-25 07:30:08,2023-01-25 08:12:08,1.0,18.64,7,230,5,133.89,29.7,17.24,90.1,28,11,4,1,2.5,1,N
1,2023-01-27 23:41:26,2023-01-28 00:29:26,4.0,24.95,37,245,4,39.82,30.61,13.58,23.51,60,23,6,1,0.0,5,N
1,2023-01-15 00:40:41,2023-01-15 01:55:41,4.0,10.84,13,134,4,92.26,30.84,0.25,90.53,67,11,2,0,2.5,1,N
1,2023-01-22 20:30:44,2023-01-22 21:14:44,6.0,7.76,251,46,4,77.03,41.53,13.45,3.16,88,12,1,0,2.5,1,N
2,2023-01-20 10:38:44,2023-01-20 11:39:44,4.0,4.6,22,125,1,85.67,24.98,4.23,206.89,34,0,6,1,0.0,1,N
1,2023-01-30 16:47:58,2023-01-30 17:30:58,4.0,9.27,35,240,3,30.24,47.05,8.94,92.84,87,15,1,1,2.5,1,N
1,2023-01-19 23:13:00,2023-01-19 23:40:00,4.0,23.35,130,142,4,130.51,47.32,13.83,167.48,71,22,4,1,2.5,1,N
2,2023-01-22 17:00:59,2023-01-22 17:55:59,6.0,21.56,160,167,3,39.54,16.77,13.13,178.06,40,13,6,1,0.0,1,N
2,2023-01-28 18:22:52,2023-01-28 19:32:52,3.0,6.09,188,104,3,7.52,44.06,7.65,140.06,63,9,6,0,2.5,1,N
1,2023-01-01 07:38:51,2023-01-01 09:06:51,5.0,17.24,26,155,5,100.46,21.05,14.26,148.44,51,15,1,1,2.5,1,N
1,2023-01-05 05:34:35,2023-01-05 05:41:35,5.0,7.56,36,79,5,10.12,48.72,18.88,108.87,89,13,0,1,2.5,1,N
2,2023-01-10 20:24:35,2023-01-10 21:51:35,2.0,32.77,5,70,2,134.05,46.37,4.62,103.64,7,5,2,1,2.5,1,N
1,2023-01-21 20:54:49,2023-01-21 22:00:49,6.0,25.37,43,42,2,119.89,21.98,2.39,78.57,68,4,6,1,0.0,1,N
2,2023-01-14 03:52:25,2023-01-14 04:18:25,3.0,6.15,51,186,1,114.43,17.47,2.7,20.6,75,21,3,1,2.5,1,N
1,2023-01-26 21:13:56,2023-01-26 21:48:56,3.0,10.21,216,243,4,21.3,34.3,9.15,89.32,2,14,6,1,0.0,1,N
2,2023-01-03 08:12:01,2023-01-03 09:13:01,2.0,29.87,157,95,3,26.96,18.38,5.96,117.24,46,21,5,1,0.0,1,N
1,2023-01-11 18:32:21,2023-01-11 19:00:21,3.0,19.54,61,17,3,133.91,33.02,9.35,36.03,63,8,3,0,2.5,1,N
1,2023-01-05 09:42:42,2023-01-05 10:13:42,4.0,12.52,32,107,5,8.86,21.07,1.69,227.29,76,22,6,0,2.5,1,N
1,2023-01-22 05:58:26,2023-01-22 06:45:26,6.0,20.98,220,92,3,25.39,25.09,4.94,5.07,10,14,6,1,2.5,1,N
2,2023-01-09 02:27:34,2023-01-09 03:30:34,2.0,13.69,189,165,4,153.34,18.94,6.94,58.27,26,20,4,0,2.5,1,N
1,2023-01-08 11:53:21,2023-01-08 13:14:21,4.0,31.91,26,45,2,35.48,39.83,18.68,170.91,50,17,5,0,2.5,1,N
2,2023-01-19 06:32:19,2023-01-19 07:48:19,,30.59,149,208,5,100.41,30.07,5.94,206.4,58,22,3,0,2.5,1,N
1,2023-01-03 15:23:00,2023-01-03 15:47:00,4.0,5.7,222,17,1,21.95,34.16,0.96,120.02,15,14,6,0,2.5,1,N
1,2023-01-28 20:29:47,2023-01-28 20:47:47,2.0,23.74,72,102,3,48.93,41.05,6.22,148.39,74,18,2,1,2.5,1,Y
2,2023-01-01 18:17:31,2023-01-01 19:46:31,5.0,29.33,195,46,5,176.17,39.81,18.74,70.43,45,0,5,1,0.0,1,N
2,2023-01-11 07:17:13,2023-01-11 08:41:13,4.0,7.47,103,232,4,151.26,25.48,8.54,238.72,37,12,6,1,2.5,1,N
2,2023-01-16 21:32:55,2023-01-16 22:25:55,2.0,30.52,40,121,1,39.73,12.71,16.37,162.11,71,19,6,0,2.5,1,N
2,2023-01-01 06:35:28,2023-01-01 07:38:28,6.0,14.74,75,242,5,44.88,18.17,5.35,35.47,47,19,6,0,2.5,1,N
1,2023-01-02 13:12:03,2023-01-02 13:36:03,1.0,10.84,90,149,2,96.07,27.6,2.72,184.9,27,13,1,0,2.5,1,N
1,2023-01-30 09:57:07,2023-01-30 10:53:07,6.0,34.44,11,201,3,127.38,11.94,9.93,34.56,40,22,6,1,2.5,1,N
1,2023-01-18 18:32:51,2023-01-18 19:34:51,5.0,24.11,89,238,3,117.51,39.04,14.04,102.63,15,5,1,1,2.5,1,N
1,2023-01-01 22:15:20,2023-01-01 22:43:20,5.0,10.24,256,219,2,58.72,11.47,16.9,124.33,76,19,1,1,2.5,1,N
2,2023-01-12 06:22:39,2023-01-12 07:28:39,4.0,18.59,36,182,2,189.48,16.76,4.82,181.44,29,7,3,0,2.5,1,N
1,2023-01-10 23:37:19,2023-01-11 00:12:19,,22.56,4,211,5,167.44,31.64,19.73,249.09,32,6,1,0,2.5,1,N
1,2023-01-01 04:56:42,2023-01-01 05:44:42,3.0,24.95,100,213,4,131.19,34.88,9.78,94.76,17,19,5,1,2.5,1,N
2,2023-01-18 03:08:14,2023-01-18 03:14:14,6.0,7.41,255,178,5,181.82,19.73,10.05,169.91,34,19,6,1,2.5,1,N
1,2023-01-07 19:03:47,2023-01-07 19:16:47,1.0,21.62,180,147,2,60.57,37.78,17.17,169.08,18,22,1,1,2.5,5,N
2,2023-01-20 10:04:48,2023-01-20 11:01:48,6.0,29.67,137,136,2,61.7,45.1,8.15,48.49,6,10,2,1,2.5,1,N
1,2023-01-23 03:39:12,2023-01-23 04:52:12,6.0,28.15,194,54,3,63.53,8.22,15.15,161.78,63,19,2,0,2.5,1,N
2,2023-01-13 12:20:47,2023-01-13 13:11:47,2.0,10.37,3,153,4,34.18,45.79,11.35,220.22,35,18,0,0,2.5,5,N
1,2023-01-12 08:43:59,2023-01-12 09:56:59,5.0,33.96,54,226,1,30.14,26.9,2.71,140.27,63,21,1,1,2.5,2,N
1,2023-01-20 02:16:56,2023-01-20 03:28:56,3.0,0.54,224,226,2,182.08,22.44,0.66,121.5,21,7,6,1,2.5,1,N
1,2023-01-22 18:23:58,2023-01-22 19:32:58,3.0,27.29,192,126,3,171.9,39.79,18.68,162.94,48,11,6,1,2.5,1,N
2,2023-01-12 20:52:48,2023-01-12 22:06:48,4.0,11.17,123,129,1,110.91,39.2,17.33,202.29,20,16,3,0,2.5,1,N
2,2023-01-25 10:46:50,2023-01-25 11:54:50,,32.95,71,205,3,132.97,34.13,19.67,58.64,24,10,5,0,2.5,1,N
2,2023-01-09 14:33:47,2023-01-09 15:47:47,2.0,30.15,61,260,1,49.61,20.43,13.48,43.29,87,23,0,1,2.5,1,N
2,2023-01-24 21:47:57,2023-01-24 22:22:57,4.0,30.85,12,2,5,7.02,13.36,12.91,163.86,48,19,0,0,2.5,1,N
2,2023-01-12 02:51:34,2023-01-12 03:27:34,6.0,8.89,234,186,3,89.71,18.02,4.17,11.54,2,0,6,1,2.5,1,N
2,2023-01-21 02:50:06,2023-01-21 03:35:06,1.0,27.89,52,119,1,134.73,28.66,12.85,206.84,85,9,0,0,2.5,1,N
2,2023-01-30 22:04:06,2023-01-30 22:53:06,3.0,11.71,216,62,3,136.77,28.2,9.77,77.61,74,12,4,1,2.5,1,N
2,2023-01-23 09:32:38,2023-01-23 10:32:38,3.0,15.71,91,90,2,121.84,46.2,7.55,30.41,35,16,6,1,2.5,1,N
1,2023-01-10 13:36:07,2023-01-10 14:26:07,5.0,31.66,241,264,3,185.26,22.83,13.65,191.87,23,12,5,1,2.5,1,N
1,2023-01-18 02:15:10,2023-01-18 02:31:10,6.0,25.24,10,79,2,43.84,33.33,1.7,58.05,39,14,2,0,2.5,1,N
1,2023-01-07 00:30:22,2023-01-07 01:06:22,4.0,22.46,137,134,3,54.57,33.0,10.08,102.15,70,14,3,0,0.0,1,N
2,2023-01-14 22:37:37,2023-01-14 23:32:37,5.0,4.6,26,179,1,18.23,36.58,15.16,105.23,45,3,4,0,2.5,1,N
1,2023-01-19 13:24:20,2023-01-19 13:28:20,1.0,18.89,1,70,2,187.44,49.57,16.6,205.6,17,8,3,1,2.5,5,N
2,2023-01-02 20:25:53,2023-01-02 20:36:53,6.0,4.41,95,219,2,92.3,40.1,9.8,68.31,17,7,6,1,2.5,5,N
1,2023-01-12 23:43:46,2023-01-13 01:07:46,6.0,2.72,169,20,4,81.83,1.98,7.05,159.4,89,8,0,0,2.5,1,N
2,2023-01-30 06:04:32,2023-01-30 07:20:32,3.0,33.14,246,229,5,197.16,40.58,11.45,249.66,23,5,6,1,2.5,5,N
2,2023-01-30 20:42:59,2023-01-30 21:35:59,5.0,20.77,41,185,5,86.98,49.99,2.56,151.04,52,22,6,1,2.5,1,N
2,2023-01-26 04:58:31,2023-01-26 05:10:31,1.0,0.31,169,213,2,68.63,1.9,1.83,37.82,62,3,0,1,2.5,1,N
1,2023-01-22 10:58:42,2023-01-22 11:22:42,,16.47,213,25,2,43.71,29.86,16.38,72.97,15,7,3,0,2.5,1,N
1,2023-01-21 03:47:10,2023-01-21 04:56:10,6.0,10.11,248,216,2,89.38,29.97,2.53,135.17,16,10,4,0,2.5,1,N
2,2023-01-16 22:37:52,2023-01-16 23:43:52,1.0,5.47,74,75,3,137.92,26.25,8.35,82.61,29,14,6,1,2.5,1,N
2,2023-01-20 07:44:53,2023-01-20 08:05:53,6.0,28.69,10,222,5,183.03,43.77,8.23,130.59,55,4,6,1,2.5,1,N
1,2023-01-08 04:27:00,2023-01-08 04:34:00,6.0,5.46,254,93,2,40.27,40.72,19.66,137.18,76,16,3,1,2.5,1,N
1,2023-01-18 07:18:09,2023-01-18 08:41:09,4.0,5.91,231,184,4,139.24,8.6,14.1,184.68,35,1,1,1,2.5,1,N
2,2023-01-17 16:45:37,2023-01-17 17:50:37,5.0,8.22,68,264,2,3.81,5.15,15.33,156.87,27,1,5,0,2.5,1,N
1,2023-01-03 19:58:56,2023-01-03 20:57:56,2.0,24.96,36,202,2,160.67,8.33,13.4,175.39,28,4,4,1,2.5,1,N
2,2023-01-09 11:08:03,2023-01-09 12:26:03,3.0,6.76,142,22,3,57.83,44.34,5.45,56.92,70,5,3,0,2.5,1,N
1,2023-01-10 13:58:15,2023-01-10 14:37:15,5.0,11.32,63,59,4,10.25,4.92,7.22,107.53,50,14,5,1,2.5,1,N
2,2023-01-21 13:33:24,2023-01-21 13:44:24,3.0,31.59,150,34,5,80.36,32.31,3.66,206.81,56,19,0,1,2.5,1,N
1,2023-01-11 04:31:30,2023-01-11 04:36:30,1.0,19.82,27,254,4,178.77,34.16,10.84,188.8,21,19,0,0,2.5,1,N
2,2023-01-07 09:25:42,2023-01-07 10:53:42,5.0,6.14,246,86,4,48.48,10.91,1.56,47.96,58,4,3,0,2.5,1,N
1,2023-01-24 19:27:58,2023-01-24 20:22:58,6.0,30.11,109,134,5,59.24,11.49,18.08,18.8,29,11,2,0,2.5,1,N
1,2023-01-16 04:33:15,2023-01-16 05:40:15,,17.97,38,153,4,35.63,41.79,3.93,164.33,79,4,1,1,2.5,1,N
2,2023-01-19 03:34:14,2023-01-19 04:09:14,5.0,29.21,54,70,1,196.37,21.0,4.27,112.69,48,14,1,0,2.5,1,N
1,2023-01-11 04:38:12,2023-01-11 04:49:12,1.0,2.85,177,98,1,87.96,24.97,9.69,104.39,15,6,3,1,2.5,1,N
2,2023-01-12 22:39:56,2023-01-12 23:51:56,2.0,5.75,196,121,3,189.69,19.86,6.4,9.18,59,15,0,0,2.5,3,N
2,2023-01-18 08:33:25,2023-01-18 09:45:25,6.0,3.3,29,4,1,20.64,9.16,3.33,97.27,4,18,4,1,2.5,1,N
2,2023-01-10 20:13:25,2023-01-10 21:24:25,1.0,16.9,201,219,4,91.1,21.96,19.71,47.14,75,15,0,0,2.5,1,N
2,2023-01-29 14:56:23,2023-01-29 15:43:23,6.0,13.62,248,240,4,96.17,13.47,5.59,11.49,37,0,4,1,2.5,3,N
2,2023-01-26 14:47:28,2023-01-26 15:49:28,1.0,14.62,77,184,5,53.04,15.01,14.79,101.53,74,23,2,0,2.5,1,N
1,2023-01-29 23:40:06,2023-01-30 00:09:06,3.0,12.89,164,116,1,100.72,10.09,14.52,206.73,84,10,1,0,2.5,1,N
1,2023-01-24 13:39:26,2023-01-24 14:04:26,5.0,14.9,212,41,4,71.73,31.33,4.89,223.17,45,14,4,0,2.5,1,N
2,2023-01-03 13:42:23,2023-01-03 13:46:23,1.0,13.41,250,87,5,51.2,14.34,5.55,61.83,11,16,4,0,2.5,1,N
2,2023-01-25 09:25:51,2023-01-25 09:42:51,1.0,5.67,44,117,1,74.65,8.28,10.69,70.92,8,13,6,1,2.5,1,N
2,2023-01-08 09:14:28,2023-01-08 09:54:28,5.0,19.96,236,53,4,127.95,40.42,17.22,27.35,30,22,3,1,2.5,1,N
2,2023-01-12 20:41:43,2023-01-12 21:26:43,4.0,30.43,11,201,5,94.96,28.79,14.79,227.6,18,20,6,1,2.5,1,N
1,2023-01-13 13:19:53,2023-01-13 14:00:53,,34.79,147,120,1,83.33,42.94,6.06,19.11,64,15,3,0,2.5,1,N
1,2023-01-15 09:03:14,2023-01-15 09:44:14,3.0,4.19,44,184,3,171.08,39.07,0.86,234.51,2,14,6,1,2.5,1,N
2,2023-01-25 00:48:17,2023-01-25 01:09:17,5.0,14.45,31,137,1,129.87,18.59,12.15,161.44,64,8,1,1,2.5,1,N
1,2023-01-18 04:45:35,2023-01-18 05:46:35,4.0,8.51,66,51,3,128.3,28.08,9.51,197.27,18,10,5,0,2.5,1,N
2,2023-01-17 00:16:30,2023-01-17 00:57:30,1.0,19.88,42,173,5,46.41,49.35,6.88,57.34,13,0,1,0,2.5,1,N
2,2023-01-06 18:06:23,2023-01-06 18:54:23,5.0,12.68,14,197,2,150.64,17.9,12.92,153.06,4,17,0,0,2.5,1,N
1,2023-01-24 23:34:54,2023-01-25 00:27:54,6.0,30.73,80,113,4,9.78,11.98,19.03,29.87,73,3,0,0,2.5,1,N
2,2023-01-11 20:50:30,2023-01-11 21:35:30,2.0,32.74,30,179,5,44.69,8.16,18.07,165.69,64,5,2,0,2.5,1,N
2,2023-01-21 00:01:27,2023-01-21 00:51:27,5.0,11.45,102,261,1,84.03,47.0,13.31,151.29,80,13,0,1,2.5,1,N
1,2023-01-15 17:36:38,2023-01-15 18:20:38,2.0,12.54,81,65,3,178.11,12.48,19.19,206.5,50,16,5,1,2.5,1,N
1,2023-01-20 13:28:55,2023-01-20 14:03:55,6.0,18.77,138,236,2,8.04,46.38,7.91,162.29,54,0,0,0,2.5,1,N
2,2023-01-21 02:40:12,2023-01-21 03:26:12,3.0,22.28,226,82,5,90.36,29.59,2.02,242.97,5,18,6,1,2.5,1,N
1,2023-01-17 15:41:40,2023-01-17 16:42:40,4.0,26.36,38,12,4,26.16,29.5,9.05,124.11,3,3,2,0,2.5,1,N
2,2023-01-14 11:38:23,2023-01-14 12:56:23,6.0,3.59,227,112,3,47.93,20.01,13.21,139.32,56,15,3,0,2.5,5,N
1,2023-01-22 09:43:49,2023-01-22 09:53:49,4.0,1.88,143,218,4,82.56,19.8,16.03,21.74,47,18,5,1,2.5,1,N
2,2023-01-05 15:18:54,2023-01-05 15:35:54,3.0,23.77,264,179,1,21.95,16.04,18.76,29.74,73,4,4,0,2.5,1,N
2,2023-01-30 03:27:15,2023-01-30 03:39:15,3.0,16.81,109,89,3,166.32,36.47,10.34,45.85,50,9,5,1,2.5,1,N
2,2023-01-13 18:04:37,2023-01-13 18:07:37,2.0,23.58,26,253,4,18.88,36.94,7.46,32.24,4,12,6,0,2.5,1,N
2,2023-01-30 11:07:50,2023-01-30 12:21:50,1.0,10.63,56,261,5,118.1,26.56,5.63,36.91,58,13,2,1,2.5,1,N
1,2023-01-16 22:35:09,2023-01-16 22:56:09,4.0,6.11,1,264,1,34.75,22.45,12.14,67.34,13,19,4,0,0.0,1,N
2,2023-01-04 21:14:37,2023-01-04 21:41:37,5.0,3.98,230,147,5,23.54,31.78,13.86,71.78,80,22,4,0,2.5,1,N
2,2023-01-20 12:33:26,2023-01-20 13:02:26,2.0,27.54,150,183,2,93.89,24.57,12.65,174.81,43,9,5,0,2.5,1,N
1,2023-01-16 13:11:42,2023-01-16 14:28:42,6.0,14.17,234,141,5,70.72,41.21,3.9,123.15,40,14,2,0,2.5,1,N
2,2023-01-26 14:44:25,2023-01-26 15:39:25,5.0,2.99,160,110,5,11.43,3.26,8.92,231.98,5,22,6,1,2.5,1,N
1,2023-01-26 01:50:08,2023-01-26 02:01:08,4.0,8.71,248,140,4,15.32,45.13,1.49,87.71,28,14,1,1,2.5,1,N
1,2023-01-07 23:23:52,2023-01-08 00:39:52,2.0,30.17,63,19,5,61.59,26.22,10.41,18.66,3,1,4,0,2.5,1,N
