Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole
58,No,Travel_Rarely,742,Research & Development,22,4,Male,65,3,Research Director,3,Single,4240,1,No,17,4,23,1,3,13,1
45,No,Non-Travel,1210,Research & Development,15,5,Female,97,1,Research Scientist,3,Single,12161,5,No,16,4,10,1,1,7,14
58,No,Travel_Frequently,1387,Sales,15,2,Male,37,4,Manufacturing Director,4,Single,12340,3,No,19,3,22,4,3,26,4
30,No,Travel_Rarely,1148,Research & Development,17,5,Male,56,1,Manager,1,Married,14403,5,Yes,21,4,1,2,1,26,5
45,No,Travel_Frequently,720,Research & Development,7,3,Male,36,3,Manager,2,Divorced,18321,0,No,24,3,2,2,1,36,10
18,No,Travel_Frequently,1091,Research & Development,17,2,Male,40,1,Human Resources,1,Married,4377,8,Yes,14,4,16,3,3,20,2
23,No,Travel_Rarely,1197,Sales,25,4,Male,30,1,Manager,2,Divorced,19622,3,No,24,3,38,1,4,24,13
44,No,Travel_Rarely,636,Research & Development,3,1,Female,69,2,Sales Executive,3,Married,16785,4,No,16,4,23,0,4,28,8
31,No,Travel_Rarely,470,Research & Development,5,4,Male,46,3,Human Resources,4,Married,2029,1,No,20,3,26,3,2,34,10
41,Yes,Travel_Rarely,473,Research & Development,1,5,Male,41,5,Laboratory Technician,1,Married,12972,4,No,22,4,34,1,3,20,12
57,No,Travel_Rarely,1143,Research & Development,14,2,Male,91,1,Manager,4,Divorced,5909,3,Yes,20,3,17,5,3,29,11
50,No,Travel_Frequently,1233,Research & Development,7,3,Male,60,3,Research Director,1,Single,2289,0,No,11,4,21,4,2,32,0
32,No,Travel_Rarely,373,Research & Development,17,4,Male,67,4,Manager,1,Married,13951,5,No,23,3,11,6,3,23,1
46,No,Travel_Rarely,1463,Sales,2,3,Male,73,2,Sales Executive,2,Married,2131,2,No,11,4,10,1,4,21,14
56,No,Travel_Rarely,128,Research & Development,4,5,Male,60,5,Manufacturing Director,2,Divorced,4385,3,No,18,4,36,5,2,26,15
28,No,Travel_Rarely,693,Research & Development,7,5,Male,39,3,Sales Executive,3,Single,14039,0,Yes,20,4,27,0,1,32,4
41,No,Travel_Rarely,776,Sales,19,2,Male,64,1,Manufacturing Director,1,Single,2597,6,No,14,3,5,4,4,22,0
48,No,Travel_Rarely,179,Research & Development,2,2,Female,96,2,Research Director,3,Married,15356,1,No,21,4,16,1,3,21,12
45,Yes,Travel_Rarely,1114,Sales,15,4,Female,78,3,Laboratory Technician,4,Married,1514,5,Yes,19,3,30,5,2,8,17
38,No,Travel_Rarely,1360,Research & Development,15,3,Male,79,4,Sales Representative,1,Single,6903,4,No,16,3,33,0,1,38,2
36,No,Travel_Rarely,433,Research & Development,9,2,Male,69,1,Sales Executive,2,Married,5878,7,No,13,3,26,0,2,2,1
42,No,Travel_Frequently,1065,Sales,3,5,Male,55,3,Laboratory Technician,3,Married,4084,4,No,20,3,0,1,4,34,7
38,No,Travel_Frequently,1430,Research & Development,20,1,Male,62,4,Manager,2,Married,11119,6,No,12,3,14,2,2,15,11
32,No,Travel_Frequently,1039,Research & Development,12,3,Male,59,2,Human Resources,2,Married,5183,9,No,23,4,16,5,4,10,8
54,No,Travel_Frequently,733,Research & Development,17,2,Female,70,1,Manager,1,Single,3868,2,No,12,4,7,1,1,9,8
51,No,Travel_Rarely,1421,Human Resources,22,4,Male,89,4,Sales Representative,2,Married,8457,1,No,12,4,16,5,1,29,8
44,No,Travel_Frequently,662,Research & Development,1,5,Male,31,4,Sales Representative,4,Married,10434,6,Yes,13,3,14,3,1,11,17
26,No,Travel_Rarely,1038,Research & Development,22,5,Male,63,2,Research Scientist,4,Married,13008,1,Yes,22,3,23,0,1,5,4
39,No,Travel_Rarely,1177,Research & Development,3,2,Male,48,5,Human Resources,4,Married,2630,2,Yes,22,4,12,6,2,18,1
26,No,Non-Travel,964,Research & Development,16,2,Male,99,5,Healthcare Representative,1,Single,4573,7,No,19,4,14,3,3,36,9
24,No,Non-Travel,540,Research & Development,3,1,Female,40,1,Laboratory Technician,1,Married,1962,6,No,22,3,34,5,3,34,8
27,No,Travel_Rarely,1094,Research & Development,1,5,Male,34,3,Research Director,3,Married,16036,0,No,16,4,16,0,3,13,4
24,Yes,Travel_Rarely,534,Research & Development,12,2,Female,79,4,Healthcare Representative,2,Single,11628,5,Yes,24,4,7,3,1,25,17
51,No,Travel_Frequently,778,Sales,16,2,Female,48,2,Sales Representative,1,Divorced,5735,6,No,11,4,29,1,3,19,2
39,No,Travel_Rarely,863,Research & Development,9,2,Male,45,1,Manufacturing Director,1,Divorced,11114,3,No,19,3,10,3,3,15,2
48,Yes,Travel_Frequently,502,Research & Development,8,5,Male,66,1,Manager,1,Married,16382,7,No,16,3,6,5,3,0,2
59,No,Travel_Frequently,1173,Sales,6,5,Male,95,2,Research Scientist,1,Married,15464,7,Yes,15,3,30,5,3,6,16
29,No,Travel_Frequently,453,Research & Development,16,2,Female,39,2,Manufacturing Director,3,Married,18556,6,No,22,3,9,6,1,34,16
26,No,Travel_Rarely,326,Research & Development,12,4,Female,67,4,Healthcare Representative,2,Married,5383,2,No,21,3,0,1,2,38,17
24,No,Travel_Frequently,1116,Sales,26,2,Female,54,5,Laboratory Technician,3,Single,4126,2,No,18,3,4,1,3,37,2
18,No,Travel_Rarely,1331,Sales,13,3,Male,43,3,Human Resources,1,Married,15516,5,No,23,3,29,5,1,38,0
19,No,Travel_Rarely,440,Research & Development,17,4,Female,66,5,Manager,3,Married,18436,1,No,13,3,10,5,1,18,7
42,No,Travel_Rarely,825,Sales,27,3,Male,97,3,Research Director,1,Married,4336,4,No,12,3,15,2,3,2,8
46,No,Travel_Rarely,1402,Research & Development,27,5,Female,48,5,Research Scientist,4,Divorced,14403,9,No,14,3,20,2,3,7,4
30,No,Travel_Rarely,618,Research & Development,14,3,Female,45,2,Manufacturing Director,1,Married,11921,6,No,12,3,11,1,1,31,11
40,No,Travel_Rarely,664,Sales,6,4,Female,41,4,Research Director,4,Married,17856,8,No,22,4,7,5,2,27,11
26,No,Travel_Frequently,1077,Research & Development,12,3,Male,73,5,Research Scientist,3,Married,4669,3,Yes,18,4,2,0,4,39,12
47,No,Travel_Rarely,987,Research & Development,8,4,Male,48,5,Research Scientist,1,Married,7594,7,No,17,3,2,3,2,11,6
47,Yes,Travel_Frequently,279,Research & Development,14,5,Female,71,2,Human Resources,1,Single,12802,7,Yes,17,3,36,2,2,15,0
47,No,Travel_Rarely,161,Sales,5,5,Male,35,2,Research Scientist,3,Married,17409,1,No,12,3,39,3,4,38,5
39,Yes,Travel_Rarely,610,Sales,12,2,Male,79,1,Healthcare Representative,1,Married,16680,2,No,20,3,25,6,1,36,3
53,Yes,Travel_Rarely,729,Research & Development,3,3,Female,43,4,Sales Executive,3,Married,10063,4,Yes,24,4,18,5,2,12,17
21,Yes,Travel_Frequently,958,Sales,28,4,Female,36,3,Manufacturing Director,3,Single,8039,6,No,12,3,32,6,2,38,15
35,No,Travel_Rarely,660,Research & Development,1,5,Female,34,2,Research Director,3,Married,4610,7,No,14,3,33,4,2,23,17
20,Yes,Non-Travel,286,Sales,25,1,Male,85,2,Manufacturing Director,4,Divorced,8636,9,Yes,21,4,17,2,2,39,13
52,No,Travel_Frequently,1156,Research & Development,26,1,Female,96,5,Healthcare Representative,2,Married,19934,1,No,22,4,29,6,4,1,2
21,No,Travel_Rarely,705,Research & Development,27,1,Female,59,5,Human Resources,3,Married,5330,6,No,14,3,3,3,1,23,8
36,No,Travel_Frequently,179,Research & Development,13,1,Male,41,5,Manufacturing Director,4,Single,19012,9,No,11,3,6,2,3,39,12
25,No,Non-Travel,936,Research & Development,22,2,Male,87,3,Manager,4,Married,6316,1,No,21,4,33,5,3,38,1
47,No,Travel_Rarely,664,Sales,27,2,Female,30,4,Healthcare Representative,2,Single,3379,9,No,14,4,20,6,4,23,16
34,No,Travel_Rarely,850,Research & Development,24,1,Male,52,5,Sales Representative,2,Divorced,14631,8,No,22,4,32,3,1,1,15
41,No,Travel_Rarely,1300,Human Resources,25,5,Male,97,4,Manager,4,Single,9672,1,Yes,15,3,22,5,4,39,17
58,No,Travel_Rarely,369,Research & Development,14,5,Male,57,2,Research Director,3,Divorced,14902,2,Yes,24,3,4,3,1,6,5
56,Yes,Travel_Rarely,1035,Sales,21,1,Female,83,5,Research Director,2,Married,19736,1,Yes,23,4,6,3,3,12,5
35,Yes,Non-Travel,267,Research & Development,6,2,Male,55,4,Human Resources,4,Married,3820,0,No,11,4,21,3,1,35,11
33,No,Travel_Rarely,1188,Sales,26,2,Male,48,1,Manufacturing Director,4,Married,11424,3,Yes,21,4,4,3,1,21,14
30,Yes,Travel_Rarely,612,Research & Development,14,5,Male,52,1,Research Scientist,2,Single,6064,4,No,21,4,33,6,3,10,4
46,No,Travel_Rarely,1168,Sales,8,1,Male,91,3,Research Scientist,2,Single,10448,4,No,15,4,10,6,1,0,5
59,No,Travel_Rarely,159,Research & Development,9,5,Male,61,5,Research Director,3,Married,5878,8,No,23,3,27,5,2,7,6
43,Yes,Travel_Rarely,1026,Sales,24,1,Male,91,4,Research Director,1,Married,4718,4,No,22,3,10,4,2,30,11
41,No,Travel_Rarely,452,Sales,6,3,Male,99,4,Laboratory Technician,4,Married,10866,1,No,14,4,30,0,2,28,1
59,No,Travel_Rarely,648,Research & Development,20,3,Male,81,4,Healthcare Representative,2,Divorced,8975,6,No,22,4,11,2,1,6,9
25,No,Travel_Rarely,428,Sales,8,2,Male,50,5,Sales Executive,4,Single,15569,6,Yes,20,3,20,0,3,36,4
21,No,Travel_Frequently,659,Research & Development,17,1,Male,71,3,Manager,3,Married,10469,4,No,18,3,10,0,2,17,12
21,No,Travel_Frequently,1207,Research & Development,16,3,Male,55,3,Sales Representative,2,Single,12469,6,No,23,3,35,4,3,27,13
43,No,Travel_Rarely,173,Research & Development,18,5,Male,70,2,Research Scientist,1,Married,14568,1,No,18,3,21,2,1,26,16
55,No,Travel_Rarely,943,Sales,7,3,Male,79,3,Human Resources,1,Single,2047,7,No,14,3,20,0,1,4,6
27,No,Travel_Rarely,374,Research & Development,26,5,Male,97,2,Research Director,3,Divorced,9555,2,Yes,18,3,11,1,1,3,2
48,No,Travel_Frequently,656,Research & Development,25,2,Male,84,5,Human Resources,1,Married,10971,0,No,17,4,7,0,4,24,4
55,Yes,Travel_Rarely,881,Research & Development,27,4,Male,62,5,Human Resources,4,Married,13067,4,No,13,4,30,0,2,31,4
56,No,Travel_Rarely,236,Sales,14,5,Male,90,2,Sales Executive,2,Single,1767,2,Yes,19,4,2,3,1,37,0
51,No,Travel_Frequently,1352,Human Resources,5,2,Female,86,4,Healthcare Representative,4,Married,2936,5,No,22,4,2,4,1,32,10
33,No,Travel_Frequently,1053,Research & Development,16,5,Male,50,4,Manufacturing Director,2,Single,17131,4,No,23,4,26,5,1,23,11
45,Yes,Travel_Rarely,957,Sales,3,5,Female,37,4,Sales Executive,2,Married,15513,9,No,21,4,24,2,1,21,6
41,No,Travel_Frequently,1401,Sales,20,3,Male,59,1,Human Resources,1,Married,8997,4,No,17,3,13,5,1,16,5
38,No,Travel_Rarely,642,Research & Development,8,3,Male,79,1,Sales Executive,2,Single,1071,0,Yes,22,3,30,0,3,24,10
47,No,Travel_Rarely,298,Sales,6,1,Male,47,4,Sales Representative,4,Single,5926,5,No,24,3,2,0,3,38,2
46,No,Travel_Frequently,1264,Research & Development,23,1,Male,99,1,Laboratory Technician,4,Single,13203,8,No,22,3,17,2,4,3,14
51,No,Travel_Rarely,988,Sales,19,5,Female,97,5,Manager,2,Married,13930,2,No,22,4,36,4,4,19,4
41,Yes,Travel_Frequently,728,Research & Development,3,2,Male,30,3,Healthcare Representative,4,Single,16700,3,No,21,4,12,0,3,17,12
45,No,Travel_Frequently,220,Research & Development,25,5,Female,57,5,Research Scientist,1,Single,11496,1,No,17,4,31,0,3,12,12
30,No,Non-Travel,465,Research & Development,19,2,Male,48,1,Manufacturing Director,1,Single,15570,7,No,21,3,12,4,4,33,13
37,No,Travel_Frequently,916,Sales,8,2,Female,90,2,Sales Representative,1,Single,5490,1,No,16,3,9,2,4,21,9
52,No,Travel_Rarely,213,Research & Development,12,3,Male,84,1,Manager,1,Married,3806,2,No,24,3,13,2,1,3,2
50,No,Travel_Frequently,867,Research & Development,13,2,Male,76,3,Laboratory Technician,1,Married,7379,0,Yes,23,3,11,2,3,27,0
39,No,Travel_Rarely,1259,Research & Development,26,3,Female,81,1,Laboratory Technician,1,Single,17041,3,No,19,4,4,6,4,39,0
41,No,Travel_Rarely,729,Research & Development,16,3,Male,85,2,Sales Representative,4,Married,17844,8,Yes,21,3,36,0,4,7,2
28,No,Travel_Frequently,962,Research & Development,23,5,Female,81,2,Research Scientist,2,Married,2512,4,Yes,22,3,23,4,2,19,15
34,No,Travel_Rarely,404,Sales,1,5,Male,76,3,Manager,4,Married,4728,1,No,19,3,38,5,3,9,1
45,No,Travel_Rarely,913,Sales,15,4,Female,98,1,Human Resources,4,Divorced,2269,7,No,22,4,24,5,2,0,8
22,No,Travel_Rarely,357,Sales,3,5,Female,68,2,Manager,3,Married,15513,3,No,21,3,35,0,3,17,8
18,No,Travel_Rarely,1108,Sales,11,2,Male,36,4,Laboratory Technician,1,Married,16630,1,No,14,3,15,2,3,13,11
43,No,Travel_Rarely,845,Research & Development,16,4,Female,59,3,Sales Representative,1,Married,18617,0,Yes,13,3,7,6,3,36,2
48,No,Travel_Rarely,947,Sales,24,3,Female,77,3,Human Resources,3,Married,4475,3,No,18,4,38,5,4,20,1
59,No,Travel_Rarely,549,Research & Development,8,3,Male,91,5,Manager,4,Single,10862,1,No,11,4,33,6,1,25,15
37,No,Travel_Frequently,591,Sales,7,4,Male,74,3,Manager,1,Single,9498,5,Yes,21,4,36,5,1,38,12
23,No,Travel_Rarely,1022,Research & Development,24,2,Female,49,5,Manager,3,Divorced,19555,4,No,20,4,36,0,4,21,10
44,No,Travel_Frequently,964,Research & Development,16,2,Female,44,5,Sales Executive,1,Divorced,18795,6,Yes,12,4,11,6,2,28,1
30,Yes,Travel_Rarely,1068,Research & Development,21,3,Female,88,3,Sales Executive,1,Divorced,16903,2,No,15,3,21,5,2,21,12
24,No,Travel_Frequently,297,Research & Development,27,1,Female,44,3,Manager,3,Married,4977,0,No,18,4,29,4,4,23,14
44,No,Travel_Rarely,364,Research & Development,2,3,Male,31,2,Healthcare Representative,3,Divorced,7350,1,No,21,4,35,0,3,8,15
48,No,Travel_Rarely,515,Research & Development,17,4,Male,75,5,Human Resources,3,Married,15832,0,No,11,3,4,6,3,38,1
20,No,Travel_Rarely,642,Research & Development,3,1,Male,66,4,Healthcare Representative,2,Married,12568,2,No,18,4,37,6,4,12,10
48,No,Travel_Frequently,852,Research & Development,27,3,Male,75,1,Research Director,2,Divorced,12107,7,No,14,3,30,6,2,11,1
42,No,Travel_Frequently,828,Research & Development,13,2,Female,62,4,Manager,4,Divorced,2440,5,No,16,3,18,2,2,13,6
49,No,Travel_Rarely,198,Research & Development,13,1,Female,72,2,Laboratory Technician,2,Married,8713,3,No,17,3,29,6,1,15,6
44,No,Travel_Frequently,151,Research & Development,6,1,Female,54,5,Research Director,3,Married,19529,2,Yes,13,4,11,0,4,14,2
37,No,Travel_Frequently,1250,Research & Development,18,3,Female,62,2,Sales Executive,2,Married,9729,1,No,15,4,14,4,1,30,3
32,No,Travel_Rarely,912,Sales,16,3,Female,41,1,Sales Representative,3,Married,17784,1,No,16,3,7,5,2,28,16
44,No,Travel_Rarely,164,Sales,27,3,Male,78,5,Healthcare Representative,4,Married,8800,2,No,21,3,15,1,2,23,17
26,Yes,Travel_Rarely,1293,Human Resources,1,1,Male,71,4,Sales Representative,2,Single,17104,4,No,15,4,12,6,4,11,9
41,No,Non-Travel,622,Research & Development,21,1,Male,52,5,Sales Executive,4,Divorced,16719,5,Yes,19,4,23,4,2,8,8
49,No,Travel_Rarely,1027,Human Resources,27,1,Female,69,5,Research Scientist,1,Single,12821,9,Yes,16,3,17,1,1,27,17
27,No,Travel_Rarely,736,Research & Development,26,4,Male,46,3,Laboratory Technician,3,Single,16466,9,No,14,3,11,6,1,30,8
21,No,Travel_Rarely,370,Sales,18,4,Female,81,3,Manager,3,Married,1919,2,No,12,4,15,0,3,16,7
18,No,Travel_Rarely,1052,Research & Development,24,3,Male,71,5,Human Resources,4,Married,8100,7,No,11,4,22,6,4,10,0
41,No,Travel_Rarely,609,Sales,2,1,Male,75,2,Human Resources,2,Single,2699,1,Yes,15,3,31,6,1,18,2
35,No,Travel_Rarely,318,Research & Development,3,1,Male,73,2,Manager,3,Single,14249,7,Yes,14,3,35,6,3,22,8
45,No,Travel_Rarely,412,Research & Development,20,2,Male,88,3,Research Scientist,3,Divorced,6560,9,No,21,3,10,2,1,2,5
52,Yes,Travel_Rarely,1249,Research & Development,8,5,Male,86,3,Research Director,1,Married,11109,6,No,18,4,17,3,1,34,1
59,No,Non-Travel,828,Research & Development,20,1,Male,49,5,Research Director,4,Divorced,17009,5,No,11,3,28,5,1,28,13
31,No,Travel_Frequently,697,Research & Development,21,3,Male,59,1,Healthcare Representative,2,Divorced,15217,3,Yes,21,4,8,5,1,11,11
22,No,Travel_Rarely,1193,Research & Development,19,3,Male,68,3,Sales Executive,2,Married,13666,8,No,16,3,29,1,3,33,1
49,Yes,Travel_Rarely,452,Sales,25,5,Male,83,3,Research Scientist,4,Married,1959,9,Yes,19,3,22,3,4,30,17
18,No,Non-Travel,312,Research & Development,7,2,Female,32,5,Research Director,1,Single,12710,7,No,12,3,5,2,1,20,4
44,No,Travel_Rarely,239,Research & Development,23,2,Male,94,2,Research Scientist,3,Divorced,7390,0,No,11,4,26,4,4,34,5
29,No,Travel_Rarely,244,Research & Development,23,4,Male,52,4,Manufacturing Director,1,Married,19804,8,Yes,12,3,6,5,1,8,3
32,Yes,Travel_Rarely,1394,Sales,9,3,Female,59,3,Sales Representative,4,Divorced,7385,8,No,17,4,21,3,4,12,14
23,No,Travel_Rarely,1360,Sales,6,1,Male,48,5,Research Scientist,4,Divorced,15240,3,No,23,4,12,6,4,39,17
18,No,Non-Travel,665,Research & Development,18,4,Female,67,3,Manufacturing Director,3,Single,12342,2,Yes,24,3,0,2,3,7,17
26,No,Travel_Rarely,761,Research & Development,25,5,Female,49,1,Sales Representative,2,Divorced,7380,7,Yes,22,4,27,5,2,34,1
36,No,Travel_Rarely,634,Research & Development,19,5,Female,93,3,Healthcare Representative,4,Divorced,4952,6,Yes,23,4,26,3,4,34,17
30,No,Travel_Frequently,867,Sales,4,1,Male,52,5,Research Director,1,Married,5943,7,Yes,21,4,10,0,2,15,1
34,No,Travel_Rarely,353,Research & Development,13,4,Female,51,1,Research Scientist,4,Divorced,11105,9,No,21,3,1,2,1,18,13
22,No,Travel_Rarely,1023,Research & Development,12,4,Male,31,4,Manager,2,Married,17833,3,No,16,3,35,5,2,37,11
23,No,Travel_Frequently,809,Research & Development,17,4,Male,80,3,Manufacturing Director,4,Married,19616,8,Yes,14,4,16,2,1,12,15
49,No,Non-Travel,1378,Sales,17,3,Male,94,4,Manager,3,Single,6983,4,No,19,4,34,5,2,14,9
52,No,Travel_Rarely,548,Research & Development,28,4,Male,70,2,Research Scientist,4,Married,1835,8,No,11,4,16,4,1,0,6
49,No,Travel_Rarely,1165,Research & Development,24,3,Male,93,5,Sales Representative,3,Married,5199,2,No,13,3,29,2,2,14,11
58,No,Travel_Frequently,333,Sales,16,1,Female,58,1,Research Scientist,2,Single,10569,8,No,17,4,33,1,3,7,10
48,Yes,Travel_Rarely,231,Sales,4,1,Male,78,3,Research Director,4,Married,8635,7,No,19,4,27,5,3,8,3
23,No,Travel_Rarely,1153,Research & Development,6,4,Male,90,3,Research Director,3,Single,3635,4,No,16,4,34,4,1,20,11
48,No,Travel_Rarely,1342,Research & Development,5,3,Male,81,2,Manufacturing Director,3,Married,4297,9,Yes,21,3,2,2,2,30,12
27,No,Travel_Rarely,1356,Sales,15,3,Male,40,1,Sales Representative,2,Married,12068,3,No,20,4,31,0,3,33,3
50,No,Travel_Rarely,184,Research & Development,5,5,Female,97,5,Healthcare Representative,3,Divorced,6071,7,Yes,14,4,28,2,2,14,11
44,No,Travel_Rarely,594,Research & Development,5,2,Female,32,3,Research Director,4,Single,5582,5,Yes,11,3,32,0,1,20,5
53,Yes,Travel_Frequently,763,Research & Development,5,5,Female,38,5,Human Resources,2,Single,8164,1,Yes,14,3,25,5,3,3,9
57,Yes,Travel_Rarely,502,Sales,20,2,Female,44,2,Research Director,3,Single,18147,2,No,23,3,8,1,3,11,6
46,No,Travel_Rarely,519,Research & Development,8,3,Female,80,4,Laboratory Technician,1,Divorced,17016,8,Yes,14,4,24,2,1,12,11
57,No,Travel_Rarely,623,Research & Development,26,2,Male,91,3,Manager,1,Married,7047,4,No,21,4,28,1,4,37,1
40,No,Travel_Rarely,136,Sales,14,4,Male,67,3,Sales Executive,4,Single,15586,8,No,20,3,39,6,2,33,3
57,Yes,Travel_Rarely,1393,Sales,19,1,Male,54,3,Laboratory Technician,2,Single,19207,1,No,24,4,29,5,3,14,8
21,No,Non-Travel,522,Human Resources,15,2,Male,62,2,Manufacturing Director,1,Single,6334,7,No,23,3,33,6,1,6,12
36,No,Travel_Rarely,917,Sales,25,2,Female,77,1,Healthcare Representative,1,Married,1087,8,No,23,4,31,5,2,6,14
50,Yes,Travel_Rarely,1205,Sales,4,4,Female,45,4,Research Director,1,Married,5402,9,Yes,15,3,4,0,1,20,3
59,No,Travel_Frequently,333,Research & Development,21,1,Male,46,2,Sales Executive,2,Married,16810,7,No,17,3,31,4,1,37,11
54,No,Travel_Rarely,389,Research & Development,17,4,Male,50,3,Healthcare Representative,2,Single,3025,4,Yes,17,3,28,3,2,23,17
33,No,Travel_Rarely,985,Sales,13,4,Female,64,3,Research Director,1,Married,5978,0,Yes,20,3,6,4,1,15,11
44,No,Travel_Rarely,1490,Research & Development,20,4,Female,81,5,Laboratory Technician,2,Married,19123,2,No,13,3,7,4,2,33,0
21,No,Travel_Rarely,662,Research & Development,16,3,Female,66,5,Research Director,4,Single,4837,6,Yes,22,3,10,4,3,19,10
22,No,Travel_Rarely,1375,Research & Development,18,4,Female,36,1,Sales Executive,4,Single,10108,8,No,20,3,23,4,4,8,6
47,No,Non-Travel,126,Research & Development,15,1,Female,47,1,Healthcare Representative,3,Single,17798,7,No,13,4,31,5,2,33,0
31,No,Travel_Rarely,1131,Sales,4,3,Male,33,5,Human Resources,3,Married,17092,6,No,11,3,35,6,1,36,7
41,Yes,Travel_Frequently,1456,Research & Development,11,4,Male,57,1,Manufacturing Director,4,Married,6789,8,No,11,3,5,3,4,11,0
26,No,Travel_Frequently,1143,Research & Development,28,2,Male,65,4,Manager,4,Married,5755,3,Yes,16,3,39,0,2,39,2
51,No,Travel_Rarely,262,Research & Development,3,1,Male,48,4,Research Scientist,1,Married,12096,3,Yes,15,3,4,0,4,21,3
21,No,Travel_Rarely,117,Sales,7,2,Female,33,5,Manufacturing Director,3,Single,7137,0,No,13,3,23,0,3,9,4
44,No,Non-Travel,679,Research & Development,20,3,Female,37,2,Sales Executive,2,Divorced,15000,6,No,17,4,39,6,1,34,16
46,No,Non-Travel,882,Sales,5,1,Male,78,2,Research Scientist,1,Married,13857,1,No,11,4,16,3,4,5,4
52,No,Travel_Frequently,1020,Research & Development,2,5,Male,60,2,Laboratory Technician,4,Single,8969,2,Yes,19,4,38,3,1,10,15
28,No,Travel_Rarely,1398,Sales,22,4,Male,97,1,Human Resources,3,Divorced,8789,0,No,17,4,25,1,2,14,2
32,No,Travel_Frequently,920,Research & Development,6,4,Male,69,2,Human Resources,3,Married,2933,8,Yes,14,3,13,6,1,35,10
41,No,Travel_Rarely,476,Sales,7,5,Female,51,2,Sales Executive,4,Married,14184,2,No,17,3,35,1,4,37,5
30,No,Travel_Rarely,107,Research & Development,13,3,Female,36,5,Sales Executive,1,Married,18524,8,No,17,4,0,6,4,7,6
48,No,Travel_Rarely,1404,Research & Development,24,4,Female,81,3,Sales Representative,2,Divorced,17645,2,No,22,3,30,4,4,0,9
49,No,Non-Travel,951,Research & Development,28,3,Male,55,3,Human Resources,4,Single,13305,0,No,20,3,15,2,1,34,17
49,No,Travel_Rarely,1050,Research & Development,8,4,Female,71,4,Healthcare Representative,1,Single,14832,9,Yes,14,3,28,4,4,21,12
38,No,Travel_Rarely,1117,Research & Development,9,1,Female,62,1,Healthcare Representative,1,Divorced,17955,2,No,22,4,1,6,3,15,1
44,No,Non-Travel,1219,Research & Development,15,5,Female,35,5,Manager,3,Divorced,5168,7,No,15,3,36,0,4,0,16
25,No,Non-Travel,1288,Research & Development,23,3,Male,95,3,Manufacturing Director,2,Divorced,15588,1,Yes,14,3,5,0,2,21,1
26,No,Travel_Rarely,1316,Research & Development,2,3,Male,38,3,Sales Representative,4,Single,2976,1,Yes,21,4,24,1,3,5,8
33,Yes,Travel_Frequently,358,Research & Development,12,2,Male,72,2,Research Scientist,3,Married,15706,3,No,22,3,8,4,2,22,11
26,Yes,Travel_Frequently,515,Research & Development,3,3,Male,40,2,Sales Executive,4,Married,5166,7,No,11,4,36,3,3,6,9
51,Yes,Travel_Rarely,153,Human Resources,7,3,Male,95,1,Sales Executive,3,Single,12210,0,No,24,4,33,4,3,8,9
28,No,Travel_Rarely,272,Sales,18,2,Female,49,3,Laboratory Technician,1,Single,1049,6,Yes,19,3,33,2,2,5,12
56,No,Travel_Rarely,1421,Research & Development,1,5,Male,66,5,Healthcare Representative,3,Divorced,1126,7,No,16,3,15,5,2,6,17
35,No,Travel_Frequently,693,Research & Development,25,3,Male,35,1,Laboratory Technician,1,Single,13335,1,No,21,3,7,3,4,28,3
49,Yes,Non-Travel,1052,Sales,3,4,Male,86,3,Manager,1,Single,17770,4,No,18,4,0,3,4,28,14
21,Yes,Travel_Frequently,891,Research & Development,24,5,Female,45,2,Sales Executive,4,Single,3102,9,Yes,24,3,8,3,1,18,0
48,No,Travel_Frequently,737,Sales,12,4,Male,36,4,Manufacturing Director,1,Married,16788,5,Yes,11,3,25,1,1,33,16
37,No,Travel_Rarely,328,Research & Development,16,2,Male,49,4,Research Scientist,3,Married,15348,7,No,18,4,13,6,4,38,7
52,No,Non-Travel,1114,Research & Development,12,4,Female,69,5,Laboratory Technician,2,Single,14814,7,No,20,3,2,0,3,5,12
25,Yes,Travel_Rarely,1152,Research & Development,11,1,Male,52,2,Manager,3,Divorced,6186,4,No,11,3,39,0,1,9,4
26,No,Travel_Rarely,321,Sales,18,4,Male,54,2,Sales Executive,2,Single,17685,7,No,23,4,35,3,4,30,16
54,No,Travel_Frequently,550,Human Resources,9,1,Female,35,3,Sales Representative,2,Married,12580,9,No,15,3,17,4,1,23,9
42,No,Travel_Rarely,1440,Research & Development,2,3,Male,80,1,Laboratory Technician,1,Single,4507,3,No,11,3,9,3,1,13,12
41,No,Travel_Frequently,1295,Research & Development,1,2,Male,54,3,Research Director,2,Married,17766,0,No,16,3,17,5,3,23,4
42,No,Travel_Rarely,1015,Research & Development,8,5,Female,91,2,Sales Representative,3,Divorced,6361,7,No,22,3,9,2,3,23,9
33,Yes,Travel_Frequently,1442,Research & Development,7,4,Male,58,2,Human Resources,3,Married,10463,3,No,24,3,2,1,1,23,13
57,No,Travel_Frequently,1327,Research & Development,1,4,Male,79,4,Manager,4,Single,3992,6,Yes,13,3,15,4,3,21,10
