PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Cabin,Ticket
434,0,3,male,44.93139477160068,2,2,76.04,S,B59,PC 19865
435,0,2,female,29.257519017998476,3,0,94.15,S,F17,PC 21327
436,0,3,male,22.014874300532757,2,1,65.58,S,,PC 95606
437,1,3,female,41.45084755281289,1,2,53.85,C,,PC 42691
438,1,3,male,42.64652541121214,2,0,80.51,S,,PC 19939
439,0,1,male,47.3405557001373,4,1,34.24,S,,PC 30101
440,0,2,female,,1,2,13.32,C,,PC 11879
441,1,2,male,44.13924711512005,0,3,68.98,S,,PC 57789
442,0,1,male,39.260719804125486,4,3,35.98,C,,PC 63185
443,0,1,male,32.717401087630606,0,1,8.61,S,,PC 44054
444,0,3,male,30.2531259966934,3,1,113.72,S,,PC 76970
445,1,2,female,25.678363932636373,4,1,46.25,S,,PC 53239
446,1,3,male,12.02684389716384,1,2,10.88,C,,PC 96393
447,0,2,male,15.625638876522677,1,1,24.43,S,,PC 78686
448,1,1,male,25.051797252907065,1,1,33.94,S,E38,PC 16777
449,1,3,female,32.38033023443401,0,0,20.59,Q,A147,PC 34661
450,0,3,male,49.17137637205968,0,1,58.97,S,,PC 77879
451,1,2,female,28.414838809742825,0,0,30.38,C,,PC 58372
452,1,1,female,43.0486680722873,2,2,16.24,S,,PC 77788
453,0,1,male,44.11041919004969,2,3,36.48,Q,,PC 40164
454,0,3,female,25.759744832356926,0,3,72.6,C,,PC 13432
455,1,3,male,,4,1,2.79,Q,,PC 80645
456,1,2,male,25.590607415851938,3,3,7.26,S,,PC 80651
457,0,1,female,47.50990251709868,0,3,41.41,C,,PC 67557
458,1,3,female,37.90180673572305,4,1,54.81,C,,PC 46392
459,1,3,male,12.333227434363025,0,3,15.82,S,,PC 10765
460,0,3,male,31.261345130153856,2,1,8.66,S,,PC 75506
461,1,3,male,52.073570265534315,2,3,159.45,Q,,PC 69403
462,0,1,male,26.462765516346185,2,1,14.21,S,,PC 70088
463,1,2,male,35.268010421330956,4,1,5.53,S,,PC 25314
464,0,2,male,36.64230372834803,4,0,35.67,S,,PC 75808
465,0,3,male,14.487279411695592,1,3,32.6,S,E140,PC 75201
466,1,3,male,36.149911288989195,2,1,4.91,C,G1,PC 87172
467,0,3,female,9.48630787151524,4,3,31.96,S,,PC 61059
468,1,3,female,,3,0,1.57,S,A52,PC 75838
469,0,3,female,44.06012154491869,4,2,32.72,C,,PC 46133
470,1,3,male,,2,1,11.01,S,,PC 72699
471,1,1,male,24.737310691548622,1,1,14.49,S,,PC 72465
472,1,1,male,35.250454297432626,2,0,12.8,S,,PC 80162
473,0,2,male,28.15870853142816,4,0,25.06,C,,PC 87092
474,0,3,male,29.176099032925666,4,1,49.01,Q,C33,PC 10286
475,1,1,male,38.19545937408193,3,1,28.88,S,,PC 80086
476,1,3,female,18.816851630772153,3,3,9.7,S,,PC 81322
477,1,3,male,29.56470967776567,2,1,5.31,S,,PC 59083
478,0,3,female,24.62824527550686,1,0,51.49,S,,PC 56766
479,1,1,male,6.801552755596422,2,1,17.73,S,,PC 75041
480,0,2,female,16.113619412509806,2,2,30.32,S,,PC 50975
481,0,1,male,,4,1,15.89,S,,PC 47251
482,1,3,male,34.38612640419328,2,3,9.13,S,G104,PC 82301
483,0,3,male,10.469763780380553,3,1,6.09,S,,PC 81011
484,1,3,female,7.435038738122252,0,2,8.26,C,,PC 28624
485,0,2,male,27.429705398451826,3,0,2.03,S,A95,PC 84613
486,0,2,male,,2,0,73.07,S,,PC 39383
487,0,2,male,26.385386112739063,4,3,5.73,S,,PC 22356
488,1,3,female,47.29799374765622,2,1,24.27,C,,PC 89056
489,1,3,male,33.927030791461206,2,1,13.55,S,,PC 31422
490,1,1,male,35.59750640984251,0,2,50.17,S,,PC 28267
491,1,3,male,,4,0,42.33,S,,PC 34298
492,1,1,female,42.125320904496604,3,2,0.13,S,,PC 54238
493,1,3,male,24.3109514781695,4,1,9.99,Q,,PC 24947
494,1,1,male,41.08329435055272,0,0,43.41,S,,PC 24359
495,0,2,female,17.60162025219442,1,1,22.64,S,,PC 45327
496,0,3,male,31.478690865138773,4,1,118.83,C,,PC 29614
497,0,1,male,,0,0,104.74,S,,PC 27372
498,0,2,male,26.843533567937868,2,2,36.74,S,,PC 92093
499,1,2,male,34.6636327032062,2,2,5.23,S,,PC 63597
500,0,2,male,,4,1,30.64,S,G82,PC 11243
501,0,3,male,19.913163457422087,4,3,36.54,S,,PC 19145
502,1,3,female,51.4767673591155,4,2,52.61,C,,PC 83253
503,1,3,female,,1,3,74.33,C,,PC 34292
504,1,2,male,18.347893569325525,2,0,3.07,C,,PC 23715
505,0,3,male,36.95822027832458,3,3,122.71,S,,PC 69896
506,0,2,male,18.602496034183858,4,1,5.31,S,F46,PC 85421
507,1,2,female,12.414414988727462,0,2,5.14,S,,PC 45868
508,0,1,male,43.47333217958567,4,3,9.2,Q,,PC 76858
509,0,3,male,,1,1,53.77,C,,PC 47931
510,0,3,male,41.975982790071576,0,1,9.2,S,G6,PC 19792
511,1,3,male,25.46188762397718,3,0,45.16,S,,PC 81812
512,1,3,male,26.038347556872598,3,2,52.16,C,,PC 92704
513,1,3,female,,0,3,10.01,Q,,PC 98605
514,1,3,male,37.136783367919534,0,1,28.24,C,A10,PC 19005
515,1,3,female,,4,0,17.85,S,,PC 60855
516,0,2,male,39.048158522500884,4,1,100.49,S,A140,PC 66107
517,1,1,female,30.587187532353127,0,1,21.55,S,G73,PC 17115
518,0,1,female,11.415232899847467,4,3,0.18,S,,PC 95647
519,0,3,female,26.621757229883652,4,0,24.14,Q,G113,PC 19261
520,1,3,male,,4,1,29.79,S,,PC 34185
521,0,3,male,52.47232717543975,1,2,14.55,S,,PC 97164
522,0,1,male,,2,0,89.03,S,,PC 60048
523,0,3,male,12.335191165642819,4,3,59.87,S,A2,PC 71130
524,1,1,male,35.86849663438244,4,3,16.47,S,,PC 54433
525,0,2,female,40.9120526540287,3,1,11.39,S,,PC 77721
526,0,1,female,,0,2,10.66,C,,PC 17332
527,1,1,male,39.98936004163085,0,3,7.48,S,,PC 70818
528,0,3,male,34.085683109465435,1,2,77.36,S,A71,PC 15997
529,1,2,female,27.986227256372388,0,0,14.71,S,,PC 26165
530,1,3,female,20.48285505734374,0,0,3.52,S,,PC 55561
531,1,3,male,2.4289027409790513,0,1,42.65,S,C14,PC 50352
532,0,2,male,33.75498473398691,3,0,3.09,C,F96,PC 23728
533,0,3,female,31.60473981113064,2,1,91.41,S,,PC 81826
534,0,1,male,36.80606179954743,2,2,1.68,Q,,PC 37167
535,1,3,male,,4,2,16.98,S,,PC 87971
536,0,3,female,38.03023365041084,2,0,20.66,S,,PC 11349
537,0,3,female,,2,0,29.87,S,,PC 31359
538,0,3,female,30.098301830890758,1,0,2.97,S,,PC 36716
539,1,1,female,28.13668553110843,2,1,49.38,C,E43,PC 63635
540,0,3,male,33.32603298519982,0,3,13.76,S,,PC 46092
541,1,2,male,57.45271834594473,2,1,39.65,S,D45,PC 24139
542,0,1,male,14.668931336201528,4,1,16.83,S,D124,PC 61395
543,0,2,male,,2,2,26.14,C,,PC 96243
544,0,3,male,17.804796087832983,1,0,71.68,S,,PC 22029
545,1,3,male,21.34193390817007,3,0,0.03,C,,PC 32698
546,0,3,male,,4,0,2.7,S,,PC 53063
547,0,3,female,47.86252538258982,2,2,64.32,C,,PC 75396
548,1,1,male,54.213868409642316,1,1,108.92,S,,PC 22294
549,1,3,male,35.27399002477389,3,2,70.5,S,,PC 30799
550,1,2,male,23.727673877671208,0,2,77.51,Q,,PC 31166
551,1,3,male,63.89834413293926,4,1,12.6,S,,PC 65444
552,0,1,female,,1,3,118.28,S,,PC 17417
553,1,3,male,,1,3,29.46,S,,PC 69333
554,0,2,male,,3,0,6.39,S,,PC 48291
555,1,1,female,48.54528196942641,0,3,4.16,S,A138,PC 39558
556,1,3,male,42.555438293198115,1,0,9.62,S,F53,PC 87593
557,1,1,male,62.84927750563024,0,0,40.83,C,G83,PC 83694
558,1,1,male,9.546673068946237,1,2,94.24,C,,PC 82264
559,1,3,male,49.414391304707536,2,0,14.98,S,,PC 89682
560,1,2,female,29.981897257125784,0,1,39.82,S,,PC 31051
561,1,3,male,40.28540303520191,1,0,19.28,C,,PC 86955
562,0,2,male,5.931120024537407,3,1,0.88,S,,PC 25839
563,0,3,male,49.553145517314164,4,3,6.72,S,E111,PC 39771
564,0,3,male,,0,3,4.51,S,,PC 59996
565,1,3,male,28.455259512992953,3,0,30.76,S,,PC 76989
566,0,3,female,38.0315776272557,0,2,0.79,S,C4,PC 61989
567,0,3,male,18.28306578540851,2,1,16.06,C,,PC 60353
568,0,3,male,20.88783880185621,4,1,105.36,Q,,PC 43881
569,1,2,male,22.511775409244454,3,2,4.63,S,G106,PC 63335
570,1,1,male,3.0618099363361075,1,3,7.51,S,,PC 52759
571,1,3,male,41.06461891884714,1,1,9.38,S,,PC 52967
572,0,3,female,45.68231059855593,3,0,33.32,S,,PC 62714
573,0,1,female,19.181181903306218,4,3,37.23,C,E109,PC 64022
574,0,2,male,33.87484222322746,1,3,7.26,S,,PC 39696
575,0,3,male,,0,1,15.7,Q,,PC 22208
576,0,3,female,33.59583546913443,2,2,14.84,S,,PC 36960
577,1,3,male,,3,3,5.9,S,,PC 46795
578,1,3,male,16.6320478147731,2,2,6.59,S,B79,PC 24483
579,1,3,male,43.729048404332396,4,1,75.8,S,,PC 25990
580,0,2,female,28.105811808257105,4,3,3.6,C,,PC 95588
581,0,3,female,,3,3,15.46,S,,PC 35209
582,1,2,male,,0,2,3.79,S,,PC 76507
583,0,3,female,,4,0,23.96,S,,PC 21503
584,0,2,male,46.17717227010314,3,1,38.44,S,,PC 97506
585,0,3,male,37.831202298044275,1,2,19.72,C,,PC 29124
586,1,3,male,,2,1,10.7,S,,PC 45446
587,1,3,male,,4,2,35.21,S,G4,PC 80372
588,0,3,male,19.860851886158876,4,2,9.62,S,G24,PC 28128
589,1,2,male,27.218453674205975,2,0,59.31,S,,PC 59484
590,1,3,male,26.599702359170895,0,2,10.25,S,,PC 80694
591,1,2,female,10.929548483181343,3,2,8.47,S,,PC 12127
592,1,2,male,25.30973789778459,3,0,88.22,S,,PC 12283
593,0,2,male,47.709312410275544,0,2,92.45,S,,PC 80966
594,1,1,male,32.322733453113855,4,2,10.15,S,D73,PC 33646
595,0,1,male,,1,0,86.26,Q,,PC 91851
596,1,3,female,7.218248236690911,4,2,91.14,S,,PC 93464
597,1,3,female,52.3068648224758,2,1,11.48,S,G57,PC 89237
598,1,3,female,27.73553385642818,1,1,68.38,S,,PC 99709
599,1,1,male,19.93625712017736,0,2,215.88,S,,PC 84070
600,1,2,male,25.164115291441956,0,0,0.63,C,,PC 44512
601,1,1,male,8.31769143955735,3,0,56.62,S,,PC 99298
602,1,3,male,48.92333209316268,1,1,0.04,S,E18,PC 41127
603,1,3,male,23.497258873795587,4,3,75.43,Q,,PC 62775
604,0,2,male,48.143621388337905,1,0,5.58,C,,PC 10514
605,1,3,male,29.723124002262413,4,3,55.76,C,,PC 96631
606,1,1,male,49.01344764395816,4,0,7.94,S,G50,PC 63266
607,0,2,male,32.5937229866032,0,1,13.32,S,,PC 95395
608,1,1,female,40.94525728016706,3,1,12.19,S,,PC 41754
609,1,2,female,39.067302645236715,4,1,14.21,S,,PC 38191
610,1,3,male,37.72607492752759,1,0,69.41,S,A63,PC 57016
611,1,3,female,33.87108268055795,0,3,16.66,C,,PC 87708
612,0,1,male,,4,1,20.66,S,,PC 59399
613,1,3,female,55.816085682020045,2,3,1.9,S,B41,PC 81321
614,0,3,female,16.30288220865739,0,2,20.64,S,,PC 29299
615,1,3,male,29.060306992804236,4,2,9.56,S,,PC 79821
616,1,3,female,29.208402252906335,3,1,13.27,S,,PC 75920
617,0,2,female,34.6341705468093,0,2,40.84,C,,PC 90664
618,0,3,female,22.987382957476985,1,3,11.42,S,,PC 15187
619,0,2,female,33.40644827825423,0,3,14.85,C,,PC 44576
620,0,3,male,,4,3,34.25,S,,PC 17982
621,0,2,male,6.852664755869412,0,0,13.35,S,,PC 46004
622,0,3,female,29.13373200759585,3,2,38.05,S,,PC 78300
623,0,1,male,13.592085337577876,2,1,6.57,C,D29,PC 67604
624,0,2,male,4.718599325715388,2,3,2.78,S,,PC 77768
625,1,3,male,30.91622648965139,4,3,9.85,S,,PC 76401
626,0,3,male,35.83036678827393,4,3,27.59,S,,PC 99301
627,0,2,male,36.37377258946407,0,0,8.36,C,,PC 89175
628,0,3,female,36.94038989827572,0,1,168.22,S,,PC 62761
629,1,3,male,1.9437537068314548,0,2,35.77,C,,PC 88825
630,0,2,female,9.945763009295426,3,2,14.24,Q,,PC 14311
631,1,3,female,56.62930011539139,2,1,164.41,C,,PC 74919
632,0,3,male,14.339077358921495,0,0,15.46,S,A85,PC 56982
633,0,3,male,37.55177443591364,1,0,0.36,S,B40,PC 96119
634,0,2,male,19.382873296678156,2,2,21.61,Q,F17,PC 55337
635,0,2,female,30.1154183497459,3,1,41.4,S,,PC 26076
636,1,3,female,,1,1,11.25,S,,PC 75169
637,0,3,male,36.86157616467503,4,3,3.65,S,,PC 95529
638,0,3,male,,4,0,96.31,C,A26,PC 11455
639,1,3,male,22.72394316898073,3,3,18.09,S,E51,PC 15777
640,1,3,male,14.297590324470056,2,1,43.8,S,G58,PC 69515
641,1,3,female,32.748838764895154,4,3,62.2,S,,PC 60005
642,1,3,female,,3,3,28.33,C,F146,PC 59373
643,1,3,male,34.98473458969174,2,2,25.47,S,,PC 18117
644,0,3,female,65.7707887265166,2,1,22.6,C,A87,PC 61488
645,1,2,male,,4,0,95.31,C,,PC 61119
646,0,3,female,39.05687041651828,2,0,12.93,Q,,PC 86434
647,0,2,male,,0,3,47.45,C,,PC 45109
648,1,2,male,1.8574632219506455,4,0,26.85,S,D85,PC 41311
649,1,3,female,10.48799045739742,0,1,3.9,S,,PC 17344
650,1,2,male,46.95909998543799,3,1,40.79,S,,PC 61020
651,0,1,female,17.943414878253083,3,2,60.7,Q,,PC 68329
652,1,3,female,,2,3,15.64,S,,PC 35265
653,0,3,male,,0,2,33.25,S,G55,PC 75807
654,1,1,male,,2,3,19.15,C,,PC 94423
655,1,1,female,11.825237716277094,4,2,0.79,S,,PC 25676
656,1,2,male,28.293362981060096,1,1,15.84,C,G105,PC 61541
657,1,3,male,16.51858763459149,3,0,18.07,S,,PC 72498
658,1,3,male,18.62573988309547,4,0,232.48,S,,PC 11661
659,0,1,female,,4,1,34.61,S,,PC 26114
660,0,3,male,36.31304299368256,2,0,7.16,S,,PC 45606
661,0,1,male,,1,1,19.29,S,,PC 22365
662,1,2,female,,3,1,4.27,Q,,PC 41995
663,0,3,male,,2,1,71.43,S,,PC 23262
664,0,1,female,27.01144548473884,3,3,72.48,S,,PC 90694
665,1,1,male,25.10444724159958,3,3,52.82,C,G130,PC 63916
666,1,2,female,35.586304977982394,3,2,11.8,C,A147,PC 39625
667,1,3,female,38.35476980980683,1,0,1.82,S,,PC 80090
668,1,3,male,,3,1,14.46,Q,,PC 11657
669,1,3,female,30.1285088586873,2,2,75.39,S,F65,PC 63719
670,0,1,male,18.05493678373341,4,2,65.53,S,,PC 71509
671,1,1,male,16.950437395696643,3,1,5.32,S,,PC 82840
672,1,3,male,39.76806502753531,4,1,34.11,C,,PC 30004
673,1,2,female,35.2291888756247,4,1,19.14,S,,PC 63232
674,0,3,male,35.37417813783207,4,2,34.86,S,,PC 79090
675,1,3,male,,3,0,36.15,C,,PC 81758
676,1,1,male,29.64684586140935,2,2,3.22,S,,PC 25808
677,1,3,male,38.74976647151877,0,0,16.3,S,A103,PC 97886
678,0,1,male,42.09152265431897,1,2,7.51,C,,PC 34656
679,1,2,male,41.75719207266907,2,3,24.57,S,,PC 45185
680,1,3,male,,3,2,5.19,S,,PC 27285
681,1,3,male,48.417898218723735,2,1,12.0,S,,PC 23494
682,0,3,male,32.1984495442525,2,3,14.96,Q,,PC 32991
683,1,3,male,37.85326669592118,0,2,17.84,S,,PC 22185
684,1,3,female,,3,1,53.25,S,,PC 75948
685,0,3,male,32.45809390477844,2,0,0.31,S,,PC 63772
686,1,3,male,18.699472136495523,0,0,74.02,S,G132,PC 45102
687,0,1,male,38.818911736827566,1,0,24.07,Q,,PC 59238
688,1,3,male,,4,0,31.47,S,D102,PC 64377
689,0,3,male,23.752868952938833,0,2,4.46,S,,PC 26580
690,1,2,female,29.993926015949274,2,2,30.04,S,,PC 36725
691,1,3,male,,2,3,16.64,S,,PC 89388
692,1,2,male,22.167721378132917,0,2,4.81,S,,PC 11088
693,1,1,male,50.62229269366142,0,3,32.02,Q,,PC 96106
694,1,3,male,,4,2,4.96,S,,PC 96785
695,0,2,male,,2,1,5.22,S,,PC 32789
696,0,3,male,6.775100467761781,1,2,120.99,S,,PC 38863
697,1,3,male,,0,1,23.87,S,A45,PC 28619
698,1,3,male,5.082401498653134,2,1,54.15,S,,PC 60458
699,0,2,female,37.845265788967005,3,1,2.27,S,,PC 29252
700,0,2,female,68.19576110572234,3,2,16.84,S,C124,PC 81160
701,1,3,male,23.86649688889269,0,1,3.98,C,E98,PC 44867
702,1,3,male,5.665388938136676,3,2,6.67,C,,PC 97068
703,0,3,female,41.59999530201627,4,3,48.27,S,,PC 86789
704,0,3,male,18.823050574977806,1,1,15.78,Q,,PC 46117
705,0,1,female,47.190857027749566,0,1,178.72,S,,PC 63635
706,1,3,male,25.051593330940776,4,1,3.01,S,,PC 12194
707,0,1,female,20.15458035284107,2,3,17.37,C,,PC 16079
708,1,1,female,26.50859421956039,3,0,10.26,S,,PC 55541
709,0,3,male,39.608874653106625,1,3,9.21,S,,PC 52567
710,0,1,male,,1,1,8.08,C,E42,PC 45846
711,1,1,male,22.045854160888123,1,3,30.18,S,G3,PC 18129
712,1,1,male,,1,3,8.21,C,F126,PC 85587
713,1,2,male,11.194027416987609,2,3,34.56,S,,PC 46558
714,1,3,female,34.558442432115726,0,3,16.47,C,,PC 52300
715,1,1,male,3.985827686171259,4,0,32.26,S,,PC 46316
716,1,3,male,,2,2,6.79,S,,PC 54760
717,1,3,female,39.63139292363041,4,0,79.64,S,,PC 68351
718,0,1,male,33.24267596105803,2,1,52.95,C,,PC 78757
719,0,1,male,37.26448802180946,1,0,27.02,S,,PC 59450
720,1,3,female,28.089360581936674,2,2,57.69,C,,PC 24937
721,0,3,male,45.376446533797235,0,2,25.03,S,,PC 88727
722,1,3,male,41.945788754777084,4,2,0.23,S,,PC 35616
723,1,3,male,,3,0,23.76,S,,PC 11464
724,0,1,female,41.9856408823896,0,1,16.42,S,,PC 13513
725,1,2,male,,2,2,15.4,Q,G85,PC 79659
726,0,3,male,22.847510813143536,2,3,40.42,S,,PC 44825
727,1,2,male,10.18541523632133,1,3,5.35,S,,PC 12039
728,0,3,male,34.885069761796736,0,0,85.96,S,E89,PC 83028
729,0,3,female,,3,1,39.88,S,,PC 37385
730,1,3,male,,1,0,22.25,S,,PC 98014
731,1,3,female,15.891502149365891,2,3,13.51,C,,PC 89168
732,0,2,male,16.309965170119714,1,0,74.11,S,,PC 14335
733,1,1,male,35.438603728308784,3,3,11.59,S,,PC 72136
734,1,1,female,28.003662156056787,0,0,139.48,S,E132,PC 64288
735,0,3,male,,1,0,29.96,S,G67,PC 25479
736,1,1,male,34.25151429255867,2,3,92.65,S,,PC 40875
737,1,1,female,3.0660791901546354,2,1,10.69,S,,PC 54170
738,0,1,male,15.766408273772733,3,1,96.42,S,,PC 23150
739,1,1,male,47.923539220041505,0,2,61.44,C,G97,PC 74970
740,1,3,female,54.548306249299614,2,1,5.25,Q,,PC 34956
741,1,2,male,11.980810841392536,3,2,55.81,Q,,PC 94359
742,1,3,male,,1,1,34.76,C,F63,PC 82150
743,1,1,male,29.596715323101883,0,1,0.94,S,,PC 67088
744,0,3,male,53.93717698614195,4,1,84.91,C,,PC 20778
745,1,2,male,,3,0,6.71,S,,PC 12220
746,0,2,female,22.32362367753411,3,1,2.08,S,,PC 23132
747,1,3,male,50.682157818480064,3,2,2.34,S,,PC 54972
748,0,3,female,23.75295186194439,3,0,4.43,S,,PC 80312
749,0,3,male,39.110823925530404,3,0,56.85,Q,,PC 23766
750,0,1,male,8.319998488426016,2,2,30.79,C,A114,PC 73662
751,1,1,male,26.602741582707434,0,1,30.53,S,,PC 14300
752,0,3,female,5.765644263430335,2,0,0.22,S,C46,PC 33904
753,0,2,male,14.223927066620139,1,2,22.25,S,,PC 63865
754,1,3,male,40.74881897213169,3,3,46.83,S,,PC 84552
755,1,3,female,,2,0,17.28,C,,PC 79922
756,0,3,male,24.532519632258357,4,0,8.39,Q,B62,PC 57937
757,1,3,male,,2,1,15.14,S,,PC 13245
758,0,3,female,25.910814974622042,2,2,41.97,S,,PC 36404
759,0,1,male,,4,0,2.7,S,,PC 80522
760,1,1,male,42.760826890464664,2,3,4.49,S,,PC 17308
761,0,3,male,,1,1,6.16,S,D19,PC 73574
762,1,3,male,17.355343560320662,1,0,3.38,S,A65,PC 73352
763,1,2,male,31.22734739064608,4,3,38.16,S,,PC 77678
764,1,2,female,27.615916376528,3,0,1.86,S,,PC 29550
765,0,3,male,34.64726739537415,0,0,17.42,S,B45,PC 32025
766,1,3,female,32.745564005771755,2,3,22.85,C,,PC 27864
767,1,3,female,24.731849918092298,1,2,24.53,S,,PC 45423
768,0,2,male,21.62405525617952,3,1,5.65,C,,PC 57155
769,0,2,female,25.56297914370299,0,2,36.57,S,,PC 20777
770,0,3,female,45.082392897518396,3,2,91.96,S,,PC 61065
771,1,2,female,18.751888939319997,3,2,51.3,S,,PC 31499
772,1,3,male,,1,0,118.38,S,,PC 60592
773,0,3,male,31.566790995977893,0,2,107.2,S,,PC 37250
774,1,1,male,50.84491301824241,3,1,3.63,S,,PC 95916
775,1,1,male,24.795684384691615,1,3,17.88,S,,PC 38748
776,1,1,male,42.42329318415345,4,2,75.12,Q,,PC 88416
777,0,3,male,,3,0,2.05,S,F76,PC 25753
778,0,3,male,28.107440290130924,4,3,8.98,S,B30,PC 17642
779,0,1,female,26.049934292925325,2,1,8.44,C,,PC 26983
780,1,3,male,,4,1,2.49,S,,PC 47743
781,1,3,male,,0,3,44.02,S,,PC 91131
782,1,3,male,40.95935804807566,1,3,42.81,C,,PC 25862
783,0,3,male,32.2341396815772,0,3,52.33,S,,PC 80549
784,0,1,male,32.29405592837817,3,2,21.31,S,,PC 72721
785,0,1,male,13.24687085468231,2,3,20.15,S,,PC 41002
786,1,3,male,15.455138916746717,1,0,92.07,S,,PC 40276
787,0,1,male,59.00825554687772,1,2,2.69,C,C105,PC 95286
788,1,3,male,26.510439845958345,3,1,27.99,S,,PC 74316
789,1,1,male,18.153192061902956,0,1,25.28,S,,PC 31502
790,0,1,male,,2,0,102.44,S,,PC 92066
791,0,1,male,32.94531968156973,3,0,93.52,S,,PC 46613
792,0,2,male,37.0941688361033,1,1,11.87,S,,PC 17172
793,1,1,male,27.06734094605853,1,3,110.94,S,,PC 83216
794,1,1,male,24.538576731924742,1,2,22.45,C,,PC 88184
795,0,3,female,26.625790785037935,2,1,42.98,S,,PC 49859
796,0,2,female,9.641665615819225,1,1,88.09,C,,PC 73352
797,1,2,female,27.769016268121437,1,2,31.25,S,C34,PC 31116
798,0,1,male,,2,0,35.64,S,E98,PC 86531
799,0,2,male,54.90648527381255,0,2,102.13,S,,PC 43167
800,0,2,male,30.203986910073017,2,2,24.69,C,,PC 34057
801,0,3,female,1.0,0,0,53.64,S,,PC 55064
802,0,1,female,27.6842039410153,0,2,63.9,S,,PC 34050
803,1,3,female,67.35305786351628,1,2,7.06,C,,PC 65857
804,1,3,female,,1,2,8.86,S,,PC 77290
805,1,1,male,17.64755478667976,0,1,21.3,S,,PC 46504
806,1,1,female,37.275491202027794,4,2,37.91,S,A78,PC 80509
807,1,1,female,18.611812051543637,1,3,56.17,S,,PC 48816
808,0,3,male,10.046694726343993,4,0,1.74,S,D54,PC 97317
809,0,1,female,24.122828914722987,4,2,61.0,S,,PC 33754
810,1,3,male,,4,2,57.82,Q,,PC 73425
811,0,3,female,,4,1,45.36,S,D35,PC 58180
812,1,3,female,12.911769932459098,0,1,7.75,S,,PC 94916
813,1,3,male,29.144697884552965,1,3,71.01,Q,,PC 29750
814,0,3,female,23.285575536154642,3,1,1.53,S,G63,PC 27707
815,1,1,male,34.52735779604527,2,2,1.71,S,,PC 88076
816,1,2,female,11.994643417680141,0,0,12.15,S,,PC 91097
817,0,2,female,38.99759247974621,2,3,3.93,S,,PC 77262
818,0,3,male,12.42737264115727,4,2,1.24,S,,PC 52739
819,1,3,female,51.99828022712682,4,3,32.73,Q,,PC 46924
820,1,3,male,4.97938401870357,1,2,66.08,C,,PC 69990
821,0,1,male,13.704240214632224,1,1,61.71,S,E77,PC 77249
822,1,3,male,34.84319124244561,1,1,40.09,S,,PC 34837
823,0,3,male,52.299265520966934,1,2,7.12,C,,PC 10629
824,1,3,male,,1,3,6.17,S,,PC 16619
825,1,3,male,36.88001088255348,1,0,111.51,C,,PC 41003
826,0,2,male,29.24551662342282,2,3,5.3,S,F42,PC 71353
827,1,2,male,14.630421642387294,0,3,170.94,S,,PC 49626
828,1,3,female,22.13806312464869,1,0,90.46,C,,PC 65653
829,1,1,male,12.033263920262126,1,0,20.86,S,A16,PC 52281
830,0,2,female,,0,2,20.87,S,E3,PC 32649
831,0,1,male,34.62448487047645,4,3,8.63,C,G124,PC 77385
832,0,1,male,13.275508250768535,3,1,22.3,S,,PC 75109
833,0,3,male,33.47375609412706,4,2,3.62,S,,PC 96651
834,0,3,male,10.774481468904632,2,3,23.19,S,,PC 84310
835,1,2,male,33.149362281634566,0,1,71.07,S,,PC 44199
836,1,2,male,22.158444034518524,4,0,21.41,S,G83,PC 73426
837,1,2,male,48.692617471109024,2,3,5.05,S,,PC 41553
838,0,3,male,33.53206453810691,3,1,14.25,S,,PC 88553
839,0,3,male,46.300960501917984,1,1,42.55,C,F104,PC 64945
840,1,3,male,,2,1,10.77,S,D125,PC 85116
841,0,2,female,29.786006763418342,2,2,19.98,S,,PC 35312
842,1,2,male,15.264779786372102,1,1,8.93,S,A141,PC 11342
843,1,3,female,,2,2,15.82,C,,PC 22721
844,0,3,female,25.330540881575192,3,2,6.33,S,,PC 57822
845,0,3,female,18.83798491038005,0,0,89.42,C,,PC 96537
846,0,3,female,11.98295997616027,0,1,30.34,S,G120,PC 66433
847,0,3,male,9.210757468862859,4,0,20.66,S,D18,PC 82856
848,0,2,male,1.0,2,0,128.75,Q,,PC 52231
849,1,2,male,14.21114951095159,4,3,67.84,C,,PC 96264
850,1,2,female,37.78491455340583,3,2,4.01,S,,PC 94685
851,1,1,male,6.621020551814038,3,2,55.46,S,,PC 29604
852,1,1,male,9.84628015245373,4,3,37.46,S,E139,PC 87594
853,1,3,female,54.07257999726081,3,2,58.57,S,,PC 11602
854,0,2,male,,1,3,13.71,C,B61,PC 63332
855,0,1,male,33.4946441283077,2,2,20.89,C,,PC 49353
856,1,3,female,37.99244005100692,1,1,56.6,S,,PC 37118
857,0,3,male,38.27536581693792,1,2,50.48,S,,PC 94023
858,0,2,male,7.6876007714871655,3,1,27.42,S,D91,PC 69608
859,1,3,female,25.765164481407137,0,3,51.78,S,,PC 22449
860,1,3,male,6.344818226742511,3,0,3.2,C,,PC 22533
861,1,3,male,63.24845002474453,2,3,36.72,S,,PC 20546
862,1,3,male,6.6717463037816,1,3,0.28,S,C24,PC 37362
863,0,1,female,14.330236935822517,0,0,2.61,S,F22,PC 16205
864,1,3,male,14.431588032218935,3,2,1.5,Q,G137,PC 33777
865,1,2,female,8.046753325879674,4,3,90.26,S,,PC 78850
866,1,3,female,47.93631473659163,3,2,60.64,S,F83,PC 88630
